,hospitalid,drugname,routeadmin,count
16457,226,atorvastatin,Feeding Tube,16
16458,249,LISINOPRIL 2.5 MG PO TABS,Oral,16
16459,67,LISINOPRIL 5 MG PO TABS,PO,16
16460,253,METFORMIN HCL 500 MG PO TABS,Oral,16
16461,268,SERTRALINE HCL 50 MG PO TABS,PO,16
16462,262,enoxaparin,Subcutaneous,16
16463,108,SODIUM POLYSTYRENE SULFONATE,PO,16
16464,183,digoxin,MISC,16
16465,180,phenylephrine,MISC,16
16466,184,metoclopramide,MISC,16
16467,92,metroNIDAZOLE,PO,16
16468,243,VANCOMYCIN HCL 1000 MG IV SOLR,OTHER,16
16469,152,VANCOmycin 1.5 GM in NS 500ML IVPB,IV,16
16470,164,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IV Push,16
16471,175,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IV Push,16
16472,175,SODIUM BICARBONATE 8.4% 50 ML INJ,IV Push,16
16473,157,potassium CHLORIDE 40 MEQ INJ,IV,16
16474,155,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,IV,16
16475,155,SODIUM CHLORIDE 0.9% 250 ML PB,IVPB,16
16476,175,metoCLOPRAMIDE 5 MG/1ML 2ML SDV INJ,IV Push,16
16477,152,VANCOmycin 1 GM in NS 250 mL IVPB,IV,16
16478,171,ceFAZolin 2 Gm in NS 100 mL IVPB,IV,16
16479,175,HEPARIN 5000 UNIT/ML 1ML INJ,IV Push,16
16480,69,CARVEDILOL 3.125 MG PO TABS,PO,16
16481,249,CARVEDILOL 6.25 MG PO TABS,Oral,16
16482,164,potassium CHLORIDE 20 MEQ UD LIQ,PO,16
16483,66,LEVOTHYROXINE SODIUM 25 MCG PO TABS,PO,16
16484,249,LEVOTHYROXINE SODIUM 100 MCG PO TABS,Oral,16
16485,68,LEVOFLOXACIN 500 MG PO TABS,PO,16
16486,68,LEVOFLOXACIN 750 MG PO TABS,PO,16
16487,205,sodium chloride 0.9 % flush peripheral lok 3 mL,IV PUSH,16
16488,181,bisacodyl,Rectal,16
16489,181,levothyroxine,IV,16
16490,61,ONDANSETRON 4 MG PO TBDP,PO,16
16491,73,ATORVASTATIN CALCIUM 10 MG PO TABS,PER NG TUBE,16
16492,71,TRAZODONE HCL 50 MG PO TABS,PO,16
16493,252,QUETIAPINE FUMARATE 25 MG PO TABS,Per NG tube,16
16494,280,QUETIAPINE FUMARATE 25 MG PO TABS,PO,16
16495,336,KAYCIEL,G Tube,16
16496,303,APRESOLINE,IV,16
16497,312,MAGNESIUM SULFATE 4 GRAM/100 ML IV PIGGY BACK : 100 ML FLEX CONT,IV,16
16498,303,NITRO-BID,Topical,16
16499,205,HYDROmorphone (DILAUDID) 1 MG/ML inj 0.5 mg,IV PUSH,16
16500,303,MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PIGGY BACK : 100 ML,IV,16
16501,303,TOPROL XL,Oral,16
16502,206,PANTOPRAZOLE SODIUM 40 MG IV SOLR,IVPB,16
16503,424,ACETAMINOPHEN,GASTRIC TU,16
16504,264,rocuronium,Intravenous,16
16505,262,potassium chloride SA,Oral,16
16506,266,metoprolol,Intravenous,16
16507,251,250 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,Intravenous,16
16508,262,furosemide,Intravenous,16
16509,283,1 ML VIAL: DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IM,16
16510,259,nitroglycerin,Topical,16
16511,262,HYDROmorphone,Intravenous,16
16512,182,ePHEDrine,MISC,16
16513,182,neostigmine,MISC,16
16514,182,glycopyrrolate,MISC,16
16515,249,WARFARIN SODIUM 7.5 MG PO TABS,Oral,16
16516,337,diphenhydrAMINE,DEVICE,16
16517,337,morphine,DEVICE,16
16518,56,CALCIUM CARBONATE ANTACID 500 MG PO CHEW,PO,16
16519,253,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,Oral,16
16520,61,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,PO,16
16521,275,PROPOFOL IV EMULSION 10 MG/ML VIAL,IV,16
16522,262,CLOPIDOGREL,ORAL,16
16523,279,INSULIN HUMAN REGULAR,.ROUTE,16
16524,422,DIGOXIN,IV,16
16525,279,ASPIRIN,.ROUTE,16
16526,282,NALOXONE HCL,.ROUTE,16
16527,422,MIDAZOLAM,IV,16
16528,272,HALOPERIDOL LACTATE,.ROUTE,16
16529,58,FLUTICASONE-SALMETEROL 250-50 MCG/DOSE IN AEPB,IN,16
16530,227,ALLOPURINOL,PO,16
16531,205,dextrose 50 % inj,IV PUSH,16
16532,56,VANCOMYCIN 1.5 GM IN NS 250 ML IVPB (REPACKAGE),IV,16
16533,69,LEVETIRACETAM 500 MG PO TABS,PO,16
16534,312,PULMICORT RESPULE,Inhalation,16
16535,337,MERREM,IV,16
16536,258,bisacodyl,Rectal,16
16537,108,ALBUTEROL/IPRATROPIUM NEB 3ML,.ROUTE,16
16538,108,NITROGLYCERIN SL,.ROUTE,16
16539,411,INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,Central Line,16
16540,67,100 ML BAG CUSTOM NDC : INSULIN INFUSION,IV,16
16541,56,100 ML BAG CUSTOM NDC : INSULIN INFUSION,IV,16
16542,342,DEXTROSE 5%-1/2 NORMAL SALINE IV : 1000 ML BAG,IV,16
16543,312,Heparin (Porcine) in 1/2 NS,IV,16
16544,61,100 ML  -  PROPOFOL 10 MG/ML IV EMUL,IV,16
16545,61,NOREPINEPHRINE 4 MG/250 ML NS INFUSION (STD CON'C) (REPACKAGE),IV,16
16546,424,ENOXAPARIN,ZPYXVEND,16
16547,424,"INSULIN REGULAR, HUMAN",ZPYXVEND,16
16548,420,FAMOTIDINE,PEG TUBE,16
16549,300,SYNTHROID,G Tube,16
16550,256,traZODone,Oral,16
16551,199,WARFARIN SODIUM 2.5 MG PO TABS,PO,16
16552,424,FAMOTIDINE,INTRAVENOU,16
16553,310,ATROPINE 0.1 MG/ML SYRINGE : 10 ML SYRINGE,IV,16
16554,338,ROXICODONE,G Tube,16
16555,303,MOTRIN,Oral,16
16556,331,PHENERGAN,IM,16
16557,258,insulin glargine,Subcutaneous,16
16558,258,pantoprazole,Intravenous,16
16559,256,hydrALAZINE,Oral,16
16560,227,metroNIDAZOLE,Intravenous,16
16561,449,VITAMINS/MINERALS PO TABS,Oral Gastric Tube,16
16562,449,LISINOPRIL 20 MG PO TABS,Nasogastric Tube,16
16563,258,HYDROcodone-acetaminophen,Oral,16
16564,363,2 ML : METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,IV,16
16565,421,LANOXIN,IV,16
16566,226,metroNIDAZOLE,Oral,16
16567,267,CARVEDILOL,PO (oral)                                                                                           ,16
16568,171,fentaNYL (PF) 50 MCG/1 ML 2 ML INJ,IV Sedation,16
16569,262,ASPIRIN EC,ORAL,16
16570,259,ipratropium,Inhalation,16
16571,200,predniSONE,PO,16
16572,419,HYDROmorphone,PO,16
16573,307,VANCOCIN,NG Tube,16
16574,164,INSULIN (REGULAR) 100 UNITS in 1,IV,16
16575,152,SODIUM CHLORIDE 0.9% 100 ML PB,IVPB,16
16576,115,ACETAMINOPHEN 325 MG TABLET,Oral,16
16577,365,ALLOPURINOL,ORAL,16
16578,353,LISINOPRIL,ORAL,16
16579,79,GLYCOPYRROLATE,PO,16
16580,90,ONDANSETRON INJ,IVP,16
16581,176,HALOPERIDOL 5 MG/1 ML 1 ML INJ,IM,16
16582,277,METOPROLOL TARTRATE 25 MG PO TABS,PER G TUBE,16
16583,251,AMIODARONE HCL 200 MG PO TABS,Oral,16
16584,71,50 ML VIAL : SODIUM BICARBONATE 8.4 % IV SOLN,IV,16
16585,56,1 ML VIAL : DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,IV,16
16586,181,Haldol,IM,16
16587,420,FERROUS SULFATE,ORAL,16
16588,281,AMLODIPINE BESYLATE,G-TUBE,16
16589,258,PANTOPRAZOLE,IV CONT,16
16590,58,CLONAZEPAM 0.5 MG PO TABS,PO,16
16591,199,potassium CHLORide liquid 20 mEq,JTUBE,16
16592,307,KAYEXALATE,NG Tube,16
16593,424,ASPIRIN,RECTAL,16
16594,338,ALPRAZolam,DEVICE,16
16595,56,POTASSIUM CHLORIDE 20 MEQ PO PACK,PER NG TUBE,16
16596,79,GLUCAGON INJ,.ROUTE,16
16597,95,LORAZEPAM INJ,.ROUTE,16
16598,281,LISINOPRIL,.ROUTE,16
16599,73,50 ML  -  ALBUMIN HUMAN 25 % IV SOLN,OTHER,16
16600,420,LIDOCAINE 1%,ZPYXVEND,16
16601,59,TRAZODONE HCL 50 MG PO TABS,PO,16
16602,303,ADVAIR DISKUS,Inhalation,16
16603,227,vancomycin,Oral,16
16604,363,2 ML : METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,IM,16
16605,60,FERROUS SULFATE 325 (65 FE) MG PO TABS,PO,16
16606,358,PREDNISONE,ORAL,16
16607,115,SODIUM CHLORIDE 0.9 % IV 250 ML BAG,IV,15
16608,180,HumuLIN R,Subcut,15
16609,165,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IV,15
16610,227,DIGOXIN,PO,15
16611,182,digoxin,PO,15
16612,83,ALBUTEROL NEB 2.5 MG/3 ML,INH,15
16613,419,Sodium Chloride 0.9%,BOTH NOSTR,15
16614,449,ASPIRIN EC 325 MG PO TBEC,Oral,15
16615,447,PIPERACILLIN SOD-TAZOBACTAM SO 3-0.375 G IV SOLR,IV,15
16616,67,TAMSULOSIN HCL 0.4 MG PO CAPS,PO,15
16617,102,SUBLIMAZE,IV,15
16618,266,labetalol,Intravenous,15
16619,266,THIAMINE,IM,15
16620,264,ATENOLOL,TUBE,15
16621,92,METHYLPREDNISOLONE,PO,15
16622,419,metroNIDAZOLE,PO,15
16623,227,SODIUM CHLORIDE 0.45%,IV,15
16624,122,SODIUM CHLORIDE 0.9 % SYRINGE 10 ML SYRINGE,IK,15
16625,198,"Sodium Chloride 0.9% 1,000 mL",IV,15
16626,254,DIAZEPAM,PO,15
16627,181,DuoNeb,INH,15
16628,182,Levaquin,PO,15
16629,227,lactulose,Feeding Tube,15
16630,275,HALOPERIDOL LACTATE,IM,15
16631,175,MEPERIDINE 25 MG/1 ML 1 ML SYR,IV Push,15
16632,266,SODIUM POLYSTYRENE SULFONATE,ORAL,15
16633,158,HYDROmorphone 1 MG/1 ML SYR,IV,15
16634,459,SIMVASTATIN,ORAL,15
16635,184,methylPREDNISolone,IV,15
16636,449,OXYCODONE HCL 5 MG PO TABS,Nasogastric Tube,15
16637,200,LEVETIRACETAM 500 MG/5ML IV SOLN,IVPB,15
16638,258,FERROUS SULFATE,ORAL,15
16639,266,FERROUS SULFATE,ORAL,15
16640,226,GLYCOPYRROLATE,IV,15
16641,258,LORazepam,Oral,15
16642,182,warfarin,PO,15
16643,158,DEXT 5%-NACL 0.45%-KCL 20MEQ LVP,IV,15
16644,174,INSULIN (REGULAR) 100 UNITS in 1,IV,15
16645,175,INSULIN-REGULAR (HUMAN) *UNIT* INJ,IV,15
16646,158,SODIUM BICARBONATE 8.4% 50 ML INJ,IV,15
16647,125,METOPROLOL TARTRATE 25 MG TABLET,Oral,15
16648,135,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION 2 ML VIAL,IV,15
16649,115,SODIUM CHLORIDE 0.9 % IV 1000 ML BAG,IV,15
16650,135,SODIUM CHLORIDE 0.9 % IV 1000 ML BAG,IV,15
16651,424,HALOPERIDOL LACTATE,INTRAMUSCU,15
16652,458,LORAZEPAM,INTRAMUSC,15
16653,83,METOPROLOL INJ,IVP,15
16654,92,SODIUM CHLORIDE 0.9%,INH,15
16655,258,NYSTATIN,TOPL,15
16656,312,KAYCIEL,NG Tube,15
16657,196,potassium chloride,IVPB,15
16658,174,FUROSEMIDE 10 MG/1 ML 4ML SDV INJ,IV,15
16659,249,CLONAZEPAM 0.5 MG PO TABS,Oral,15
16660,196,cloNIDine,PO,15
16661,152,LACTULOSE 20 GRAM/30 ML UD LIQ,PO,15
16662,205,famotidine (PEPCID) tab 20 mg,PO,15
16663,142,PEPCID,ND,15
16664,206,chlorHEXIDINE (PERIOGARD) 0.12 % oral rinse 15 mL,SWISH/SPIT,15
16665,262,CHLORHEXIDINE GLUCONATE 0.12%,ORAL,15
16666,199,LEVETIRACETAM 500 MG PO TABS,PO,15
16667,251,CARVEDILOL 6.25 MG PO TABS,Oral,15
16668,458,CARVEDILOL,NGTUBE,15
16669,249,CARVEDILOL 12.5 MG PO TABS,Oral,15
16670,194,LEVETIRACETAM,IV,15
16671,271,HYDROMORPHONE HCL,IVP,15
16672,69,10 ML  -  HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,IK,15
16673,175,INSULIN-REGULAR (HUMAN) *UNIT* INJ,SubQ,15
16674,245,37.5 G TUBE : GLUCOSE 40 % PO GEL,PO,15
16675,92,GLUCAGON INJ,SUB-Q,15
16676,197,flumazenil,IV,15
16677,108,"PROPOFOL IV EMULSION 1,000 MG/100 ML VIAL",IV,15
16678,68,50 ML SYRINGE : SODIUM BICARBONATE 8.4 % IV SOLN,IV,15
16679,245,HYDROCORTISONE SOD SUCCINATE 100 MG IJ SOLR,IV,15
16680,266,HYDRALAZINE,ORAL,15
16681,266,METOCLOPRAMIDE,IV,15
16682,444,MORPHINE INJ,IV,15
16683,194,OXYCODONE,ORAL,15
16684,458,OXYCODONE,ORAL,15
16685,140,ROXICODONE,PO,15
16686,152,LORazepam 2 MG/1 ML 1 ML INJ,IV,15
16687,250,MEROPENEM 500 MG IV SOLR,Intravenous,15
16688,411,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) ORAL CHEW TAB,NG- NasoGast,15
16689,167,SODIUM CHLORIDE 0.9% 100 ML PB,IV Push,15
16690,226,DEXAMETHASONE,ORAL,15
16691,251,TAMSULOSIN HCL 0.4 MG PO CAPS,Oral,15
16692,174,ATORVASTATIN 20 MG TAB,PO,15
16693,164,zolpiDEM 5 MG TAB,PO,15
16694,199,METOPROLOL SUCCINATE ER 25 MG PO TB24,PO,15
16695,275,NYSTATIN,MT,15
16696,68,MIDODRINE HCL 5 MG PO TABS,PO,15
16697,199,MIDODRINE HCL 5 MG PO TABS,PO,15
16698,58,GABAPENTIN 300 MG PO CAPS,PO,15
16699,338,NEURONTIN,G Tube,15
16700,83,LORAZEPAM,PO,15
16701,196,traZODone,PO,15
16702,196,LORazepam,PO,15
16703,131,WARFARIN 5 MG TABLET,Oral,15
16704,422,DEXTROSE 50%-WATER,IVP,15
16705,73,10 ML CUP : MAGNESIUM HYDROXIDE 2400 MG/10ML PO SUSP,PEG TUBE,15
16706,58,PREDNISONE 10 MG PO TABS,PO,15
16707,67,50 ML SYRINGE : SODIUM BICARBONATE 8.4 % IV SOLN,IV,15
16708,71,BISACODYL 5 MG PO TBEC,PO,15
16709,197,aspirin,PR,15
16710,58,POTASSIUM CHLORIDE 20 MEQ PO PACK,PO,15
16711,58,KETOROLAC INJ,IV,15
16712,56,500 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,IV,15
16713,243,AMIODARONE HCL 150 MG/3ML IV SOLN,IV,15
16714,197,glucagon,IM,15
16715,245,ONDANSETRON HCL 4 MG/2ML IJ SOLN,IM,15
16716,195,diltiazem,IV,15
16717,66,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,PO,15
16718,226,glycopyrrolate,Intravenous,15
16719,61,LORAZEPAM 0.5 MG PO TABS,PO,15
16720,69,WARFARIN SODIUM 2 MG PO TABS,PO,15
16721,273,WARFARIN SODIUM 5 MG PO TABS,PER G TUBE,15
16722,206,metoprolol (LOPRESSOR) tab 12.5 mg,NGT,15
16723,165,methylPREDNISolone 125 MG INJ,IV Push,15
16724,146,SODIUM CHLORIDE 0.9% 50 ML PB,IV,15
16725,164,AZITHromycin 500 mg in NS 250 mL IV,IVPB,15
16726,179,ENOXAPARIN 40 MG/0.4 ML SYR,SubQ,15
16727,364,HYDRALAZINE,IV,15
16728,353,DIPHENHYDRAMINE HCL,ORAL,15
16729,420,DIAZEPAM,PEG TUBE,15
16730,420,hydrALAZINE,ORAL GASTR,15
16731,420,VANCOMYCIN,RECTAL,15
16732,420,LABETALOL,PEG TUBE,15
16733,420,amiodarone,ORAL GASTR,15
16734,353,MULTIVITAMIN,ORAL,15
16735,358,ASPIRIN,ORAL,15
16736,353,TAMSULOSIN,ORAL,15
16737,254,LEVOFLOXACIN,PO,15
16738,265,PANTOPRAZOLE SODIUM,PO,15
16739,176,INSULIN-REGULAR (HUMAN) *UNIT* INJ,SubQ,15
16740,167,HALOPERIDOL 5 MG/1 ML 1 ML INJ,IM,15
16741,181,Ativan,IM,15
16742,196,traMADol,PO,15
16743,202,sennosides (SENOKOT) oral syrup 10 mL,PO,15
16744,171,FAMOTIDINE 20 MG/2 ML SDV INJ,IV,15
16745,92,FOLIC ACID,PO,15
16746,155,ASPIRIN 325MG TAB,PO,15
16747,167,ASPIRIN 325MG TAB,FT,15
16748,422,LEVOTHYROXINE SODIUM,IVP,15
16749,92,INSULIN DETEMIR,SUB-Q,15
16750,152,SODIUM CHLORIDE 0.9% 50 ML PB,IVPB,15
16751,258,HYDROCHLOROTHIAZIDE,ORAL,15
16752,262,MULTIVITAMIN,ORAL,15
16753,262,ALPRAZOLAM,ORAL,15
16754,95,CITALOPRAM,PO,15
16755,258,SPIRONOLACTONE,ORAL,15
16756,164,amLODIPine 5 MG TAB,PO,15
16757,164,LISINOPRIL 20 MG TAB,PO,15
16758,282,NITROGLYCERIN,TD,15
16759,445,NITROGLYCERIN,TD,15
16760,266,METOPROLOL SUCCINATE,ORAL,15
16761,252,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,Per NG tube,15
16762,68,NICOTINE 21 MG/24HR TD PT24,TD,15
16763,68,LEVOTHYROXINE SODIUM 50 MCG PO TABS,PO,15
16764,69,LIDOCAINE 5 % EX PTCH,TD,15
16765,252,POTASSIUM CHLORIDE 20 MEQ PO PACK,Per J Tube,15
16766,262,famotidine,Intravenous,15
16767,273,ASPIRIN EC 81 MG PO TBEC,PO,15
16768,59,LEVOTHYROXINE SODIUM 50 MCG PO TABS,PO,15
16769,58,FOLIC ACID 5 MG/ML IJ SOLN,IV,15
16770,253,THIAMINE HCL 100 MG PO TABS,Oral,15
16771,253,HYDROCHLOROTHIAZIDE 25 MG PO TABS,Oral,15
16772,244,DEXAMETHASONE 4 MG PO TABS,PO,15
16773,258,furosemide,Oral,15
16774,363,4 ML VIAL : FUROSEMIDE 10 MG/ML INJ SOLN,IV,15
16775,60,PRAVASTATIN SODIUM 40 MG PO TABS,PO,15
16776,60,SPIRONOLACTONE 25 MG PO TABS,PO,15
16777,253,LOSARTAN POTASSIUM 50 MG PO TABS,Oral,15
16778,251,LISINOPRIL 10 MG PO TABS,Oral,15
16779,61,METOPROLOL SUCCINATE ER 25 MG PO TB24,PO,15
16780,58,VITAMIN D 1000 UNITS PO TABS,PO,15
16781,245,VITAMIN D 1000 UNITS PO TABS,PO,15
16782,183,DOPamine,MISC,15
16783,182,aspirin,MISC,15
16784,184,potassium chloride,MISC,15
16785,180,ipratropium,MISC,15
16786,180,clopidogrel,MISC,15
16787,424,LABETALOL,ORAL,15
16788,420,meTOPROLOL tartrate,NASOGASTRI,15
16789,424,levETIRAcetam,INTRAVENOU,15
16790,174,NITROGLYCERIN 0.4 MG(1/150) SL TAB,SL,15
16791,243,ATORVASTATIN CALCIUM 40 MG PO TABS,PER TUBE,15
16792,244,ATORVASTATIN CALCIUM 80 MG PO TABS,PO,15
16793,165,INSULIN-REGULAR (HUMAN) *UNIT* INJ,SubQ,15
16794,179,FUROSEMIDE 10 MG/1 ML 2ML SDV INJ,IV Push,15
16795,171,VANCOmycin 1 GM in NS 250 mL IVPB,IV,15
16796,158,HEPARIN 5000 UNIT/ML 1ML INJ,IV,15
16797,73,CARVEDILOL 12.5 MG PO TABS,PER NG TUBE,15
16798,268,METFORMIN HCL 500 MG PO TABS,PO,15
16799,56,CARVEDILOL 3.125 MG PO TABS,PO,15
16800,67,CARVEDILOL 25 MG PO TABS,PO,15
16801,69,CARVEDILOL 25 MG PO TABS,PO,15
16802,262,LABETALOL,IV,15
16803,154,ceFAZolin 2 Gm in NS 100 mL IVPB,IV,15
16804,176,DEXTROSE 50% 25 GRAM/50 ML INJ,IV Push,15
16805,167,PROPOFOL 10 MG/1 ML 100ML SDV INJ,IV Push,15
16806,180,famotidine,PO,15
16807,182,famotidine,PO,15
16808,67,SIMVASTATIN 20 MG PO TABS,PO,15
16809,67,ATORVASTATIN CALCIUM 80 MG PO TABS,PO,15
16810,269,PRAVASTATIN SODIUM 40 MG PO TABS,PO,15
16811,61,ATORVASTATIN CALCIUM 40 MG PO TABS,PO,15
16812,69,SIMVASTATIN 40 MG PO TABS,PO,15
16813,199,potassium CHLORide liquid 40 mEq,GTUBE,15
16814,331,KAYCIEL,G Tube,15
16815,338,GLUCAGEN,IV,15
16816,420,SODIUM POLYSTYRENE SULFONATE,ORAL GASTR,15
16817,363,500 ML : SODIUM CHLORIDE 0.9 % 0.9 % IV SOLP,IV,15
16818,248,MAGNESIUM SULF 2 G IN D5W 50ML PREMIX,Intravenous,15
16819,337,calcium chloride,DEVICE,15
16820,336,ceFAZolin,DEVICE,15
16821,58,PROCHLORPERAZINE MALEATE 5 MG PO TABS,PO,15
16822,251,1 ML VIAL : HYDRALAZINE HCL 20 MG/ML IJ SOLN,Intravenous,15
16823,253,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Oral,15
16824,56,CLONIDINE HCL 0.1 MG PO TABS,PO,15
16825,61,100 ML  -  METRONIDAZOLE IN NACL 5-0.79 MG/ML-% IV SOLN,IV,15
16826,336,DIPRIVAN,See Instruct,15
16827,264,MIDAZOLAM,IM,15
16828,423,LORAZEPAM,Route,15
16829,423,MORPHINE SULFATE,Route,15
16830,83,PROPOFOL IV EMULSION,.ROUTE,15
16831,92,HALOPERIDOL LACTATE INJ,.ROUTE,15
16832,271,METHYLPREDNISOLONE SOD SUCC,.ROUTE,15
16833,281,ATORVASTATIN,.ROUTE,15
16834,281,GABAPENTIN,.ROUTE,15
16835,281,CLOPIDOGREL BISULFATE,.ROUTE,15
16836,281,CARVEDILOL,.ROUTE,15
16837,56,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,ID,15
16838,271,GLUCAGON,INJ,15
16839,303,MERREM,IV,15
16840,167,methylPREDNISolone 125 MG INJ,IV Push,15
16841,449,POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PACK,Oral Gastric Tube,15
16842,345,TRANSDERM-SCOP,Transdermal,15
16843,108,METOPROLOL INJ,.ROUTE,15
16844,181,zolpidem,PO,15
16845,447,FAT EMULSION 20 % IV EMUL,IV,15
16846,56,FENTANYL STANDARD INFUSION 10 MCG/ML PREMIX,IV,15
16847,273,DEXMEDETOMIDINE HCL IN NACL 200 MCG/50ML IV SOLN,IV,15
16848,60,DEXMEDETOMIDINE HCL IN NACL 400 MCG/100ML IV SOLN,IV,15
16849,256,sodium chloride 0.9 %,Hemodialysis,15
16850,266,pantoprazole,Intravenous,15
16851,420,ATORVASTATIN,PEG TUBE,15
16852,420,traMADol,ZPYXVEND,15
16853,259,zolpidem,Oral,15
16854,420,TAMSULOSIN,GASTRIC TU,15
16855,420,FUROSEMIDE,PEG TUBE,15
16856,342,SUBLIMAZE,IV,15
16857,307,COMPAZINE,Oral,15
16858,259,senna,Oral,15
16859,449,GLUCOSE-VITAMIN C 4-0.006 G PO CHEW,Gastric Tube (PEG),15
16860,262,acetaminophen,Tube,15
16861,256,traMADol,Oral,15
16862,58,PREDNISONE 5 MG PO TABS,PO,15
16863,61,FERROUS SULFATE 325 (65 FE) MG PO TABS,PO,15
16864,449,LEVETIRACETAM 500 MG PO TABS,Dobhoff Tube,15
16865,227,glucagon,IntraVENOUS,15
16866,197,PEPCID,IV (intravenous)                                                                                    ,15
16867,84,DUONEB,Inhaled (inhalation)                                                                                ,15
16868,422,MIDAZOLAM,IVP,15
16869,108,CLONAZEPAM,PO,15
16870,184,clonazePAM,PO,15
16871,281,ALBUMIN HUMAN 25%,IV,15
16872,258,DILTIAZEM,ORAL,15
16873,258,DILTIAZEM,IV,15
16874,445,CLONIDINE HCL,TD,15
16875,449,LEVETIRACETAM 500 MG PO TABS,Gastric Tube (PEG),15
16876,115,POLYETHYLENE GLYCOL 3350 17 GRAM ORAL POWDER PACKET,Oral,15
16877,195,"Sodium Chloride 0.9% 1,000 mL",IV,15
16878,310,LOPRESSOR,NG Tube,15
16879,194,ATENOLOL,ORAL,15
16880,420,ACETAMINOPHEN,J TUBE,15
16881,252,AMIODARONE HCL 200 MG PO TABS,Per NG tube,15
16882,275,MORPHINE SULFATE,IM,15
16883,56,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,PO,15
16884,423,DILTIAZEM HCL,ORAL,15
16885,249,SIMVASTATIN 40 MG PO TABS,Oral,15
16886,249,WARFARIN SODIUM 3 MG PO TABS,Oral,15
16887,182,aspirin,Rectal,15
16888,56,ALPRAZOLAM 0.25 MG PO TABS,PO,15
16889,61,CLOPIDOGREL BISULFATE 75 MG PO TABS,PO,15
16890,58,WARFARIN SODIUM 1 MG PO TABS,PO,15
16891,364,HYDROMORPHONE,IV,15
16892,420,diphenhydrAMINE HCl,GASTRIC TU,15
16893,198,potassium chloride,PEG-tube,15
16894,148,ASPIRIN (BABY ASA) 81 MG TAB,NG,15
16895,258,CITALOPRAM,ORAL,15
16896,140,IMDUR,PO,15
16897,243,AMLODIPINE BESYLATE 5 MG PO TABS,PER TUBE,15
16898,66,SPIRONOLACTONE 25 MG PO TABS,PO,15
16899,182,potassium chloride,MISC,15
16900,58,CALCIUM CARBONATE ANTACID 500 MG PO CHEW,PO,15
16901,312,fentaNYL,DEVICE,15
16902,176,LIDOCAINE 1% 10MG/ML 20ML MDV INJ,Intratracheal,15
16903,342,NORMODYNE;TRANDATE,IV,15
16904,336,PHENERGAN,Rectal,15
16905,264,labetalol,Tube,15
16906,108,MAGNESIUM OXIDE,PO,15
16907,345,HALDOL,Oral,15
16908,196,Pepcid,PO,15
16909,183,Zofran,PO,15
16910,271,NALOXONE HCL,INJ,15
16911,267,insulin lispro,Subcutaneous,14
16912,266,albuterol,Inhalation,14
16913,267,albuterol,Inhalation,14
16914,421,NovoLOG,SUBCUT,14
16915,108,POLYETHYLENE GLYCOL,PO,14
16916,182,potassium chloride,IV,14
16917,165,potassium CHLORIDE 40 MEQ INJ,IVPB,14
16918,226,FOLIC ACID,ORAL,14
16919,262,fentaNYL,Intravenous,14
16920,200,fentaNYL inj 50 mcg,IV PUSH,14
16921,258,DOCUSATE SODIUM,TUBE,14
16922,108,KETOROLAC INJ,IV,14
16923,194,MIDAZOLAM,IV,14
16924,227,hydrALAZINE,PO,14
16925,254,CLONIDINE HCL,PO,14
16926,176,LACTULOSE 20 GRAM/30 ML UD LIQ,NG,14
16927,365,TRAZODONE,ORAL,14
16928,227,diphenhydrAMINE,PO,14
16929,264,SODIUM POLYSTYRENE SULFONATE,RTL,14
16930,258,nitroGLYCERIN,Sublingual,14
16931,353,HYDROMORPHONE,IV,14
16932,182,magnesium sulfate,IV,14
16933,258,albumin human,Intravenous,14
16934,181,ceFAZolin,IVPB,14
16935,445,AZITHROMYCIN,IV,14
16936,459,LIDOCAINE 1%,INTRADERM,14
16937,266,CHLORHEXIDINE GLUCONATE 0.12%,TOPL,14
16938,423,OXYCODONE,ORAL,14
16939,445,LEVETIRACETAM,IV,14
16940,158,FERROUS SULFATE 325 MG TAB,PO,14
16941,194,FERROUS SULFATE,ORAL,14
