,drug,ndc,route,count
8847,emtricitabine-tenofovir alafen,61958200201,ORAL,7
8848,eslicarbazepine,63402020230,ORAL,7
8849,esomeprazole magnesium,00093645056,ORAL,7
8850,fluticasone,00054327099,NU,7
8851,haloperidol lactate,00093960412,ORAL,7
8852,lansoprazole,00300304611,ORAL,7
8853,leflunomide,54868231900,ORAL,7
8854,metaxalone,68084013521,ORAL,7
8855,moxifloxacin,00065401303,RIGHT EYE,7
8856,paromomycin,57664017508,ORAL,7
8857,prednisoLONE acetate,61314063705,OS,7
8858,quiniDINE Sulfate,53489046101,PO/NG,7
8859,risedronate,00149047201,ORAL,7
8860,rocuronium,00703239403,IV,7
8861,sevelamer HYDROCHLORIDE,58468013001,PO,7
8862,sodium bic,00409663734,IV,7
8863,terbinafine,00078017905,ORAL,7
8864,timolol,61314022705,OU,7
8865,tobramycin,00065064305,OD,7
8866,tranexamic acid,66479065001,ORAL,7
8867,treprostinil,66302020603,INHALATION,7
8868,venetoclax,00074056111,ORAL,7
8869,zonisamide,68084018301,ORAL,7
8870,*NF* Carbidopa-Levodopa (25-100),18860034201,PO,6
8871,0.9% Sodium Chloride,00338004938,IA,6
8872,0.9% Sodium Chloride,00338004910,IV DRIP,6
8873,0.9% Sodium Chloride,00338004904,TP,6
8874,AcetaZOLamide,51672402301,NG,6
8875,Acetaminophen,00121065721,G TUBE,6
8876,Acetaminophen (Liquid),00182844789,PO,6
8877,Acetaminophen (Liquid),00904525530,PO/NG,6
8878,Acetic Acid 2% Otic Solution,60432074115,AU,6
8879,Acetylcysteine,00517760425,NEB,6
8880,Acyclovir,50383081016,NG,6
8881,Acyclovir,00093894301,PO,6
8882,Acyclovir,00173094556,PO,6
8883,Agrylin,54092006301,ORAL,6
8884,Albumin ,67467064301,IV,6
8885,Albuterol Sulfate,49502069724,NEB,6
8886,Albuterol Sulfate,50383074120,NEB,6
8887,Allopurinol,51079020620,NG,6
8888,Allopurinol,62584071301,NG,6
8889,Alteplase,50242004164,IV BOLUS,6
8890,Alteplase (Catheter Clearance),50242004413,IA,6
8891,Aluminum Hydroxide Suspension,00121073312,PO,6
8892,Amantadine Syrup,00121064610,PO,6
8893,Aminocaproic,00409434673,TP,6
8894,Amiodarone,68084037101,PO,6
8895,Amoxicillin-Clavulanate Susp.,60432006500,PO,6
8896,Amphetamine-Dextroamphetamine,54092038101,ORAL,6
8897,Amphotericin B,39822105505,IRR,6
8898,Amphotericin B Oral Suspension,00003043730,PO,6
8899,Ampicillin Graded Challenge,00781340495,IV,6
8900,AndroGel,00051845030,TRANSDERMAL,6
8901,Arava,00093017456,ORAL,6
8902,Arava,23155004303,ORAL,6
8903,Artificial Tear Ointment,00904648838,LEFT EYE,6
8904,Aspirin,63739027201,PO/NG,6
8905,Aspirin ,63739027201,PO,6
8906,Aspirin 325mg ,00904404073,PO,6
8907,Aspirin 81mg,00904404073,PO,6
8908,Aspirin Desensitization (AERD),68016001129,ORAL,6
8909,Aspirin Desensitization (Urticaria/Angioedema),66553000101,PO,6
8910,Atenolol,00591577710,NG,6
8911,Atorvastatin,68084056401,NG,6
8912,Atovaquone Suspension,66993006272,PO,6
8913,AzaTHIOprine,00054408425,PO,6
8914,Azacitidine,59572010201,SC,6
8915,Azathioprine,55390060020,PO,6
8916,Azelastine,00037024130,NU,6
8917,BENDAmustine,63459039602,IV,6
8918,Bactrim Desensitization,55045122403,NG,6
8919,Benadryl Allergy,00121048910,ORAL,6
8920,Benztropine Mesylate,17478001202,IV,6
8921,Bisacodyl,00536135501,PO,6
8922,Bleomycin,55390000501,PB,6
8923,Brilinta,00186077739,ORAL,6
8924,Brimonidine,00023917705,OU,6
8925,BuPROPio,00591083960,PO,6
8926,BuPROPion,10370010103,PO,6
8927,BuPROPion,33358036430,PO/NG,6
8928,Bumetanide,00185013001,PO,6
8929,Buprenorphine-Naloxone (2mg-0.5mg),16590066630,SL,6
8930,COQ10 200 mg,10939003722,PO,6
8931,Calcium Carbonate Suspension,00121476605,NG,6
8932,Calcium Carbonate Suspension,10939011801,PO,6
8933,Calcium Gluconate Replacement (Critical Care and Oncology),63323031110,IV,6
8934,Caphosol,08489800001,TP,6
8935,Carbamazepine,00083002730,PO,6
8936,Carbamazepine,54092017312,PO,6
8937,Carbamide Peroxide 6.5%,78112073623,RIGHT EAR,6
8938,Carbatrol,54092017312,ORAL,6
8939,Casodex,68084037421,ORAL,6
8940,CeFAZolin,60505076900,IV,6
8941,CefePIME,25021012120,IP,6
8942,CeftriaXONE,00004196301,IM,6
8943,Choline Magnesium Trisalicylate,60258009008,PO/NG,6
8944,Cidofovir,23155021631,IV,6
8945,Cinryze,42227008105,IV,6
8946,Citalopram,54838054070,NG,6
8947,Clobetasol Propionate 0.05% Soln,51672129302,TP,6
8948,Clofazimine,51927371900,PO,6
8949,ClonazePAM,00781801801,PO,6
8950,CloniDINE,66479052101,IT,6
8951,Clopidogrel 75 mg,63653117103,PO,6
8952,Colchicine,13310011907,PO/NG,6
8953,Cyanocobalamin,87701071218,ORAL,6
8954,CycloPHOSPHAMIDE,10019095601,PO,6
8955,CycloSERINE,13845120202,PO,6
8956,Cycloserine,00002060440,ORAL,6
8957,Cyproheptadine,00472140016,PO/NG,6
8958,D5W (Glass Bottle),00409792337,IV DRIP,6
8959,DOCEtaxel (TaxoTERE),00409020110,IV,6
8960,Dalbavancin,57970010001,IV,6
8961,Dantrolene Sodium,27505000165,IV,6
8962,Dapsone,49938010201,PO,6
8963,Demeclocycline,00115211101,ORAL,6
8964,Descovy,61958200201,PO,6
8965,Desmopressin Acetate,55566220000,PB,6
8966,Dexametha,00054817625,PO,6
8967,Dexamethasone,00054817625,NG,6
8968,Dexamethasone Sod Phosphate,67457042312,IV,6
8969,Dextran 40 10% in NS,00409741903,IV,6
8970,Dextrose 5%  (*Glass Bottle*),00409792337,IV,6
8971,Digoxin,00173024956,NG,6
8972,Dilantin Extended,51079090520,ORAL,6
8973,Diltiazem,17478081725,IV,6
8974,Diphenoxylate-Atropine,59762106101,PO,6
8975,Diphenoxylate-Atropine,00054319446,PO,6
8976,Docusa,00121054410,PO,6
8977,Donepezil,62856024541,NG,6
8978,Donepezil,00904624261,PO,6
8979,Donnatol,12539011501,PO,6
8980,Dornase Alfa,50242010040,INTRAPLEURAL,6
8981,Dronedarone,00024414260,ORAL,6
8982,Duloxetine,60505299603,PO,6
8983,Emtricitabine-Tenofovir,61958070101,PO,6
8984,EpiPen,49502050001,IM,6
8985,Epirubicin,00009509101,IV,6
8986,Epoprostenol,00173051700,IH,6
8987,Ertapenem Oral Solution,00006384371,ORAL,6
8988,Esmolol,67457065810,IV BOLUS,6
8989,Esmolol,55150019410,IV BOLUS,6
8990,Estrace,00430375414,VG,6
8991,Etravirine 100mg tablet,59676057001,PO,6
8992,Everolimus,00078041561,PO,6
8993,Famotidine,37205061465,PO,6
8994,Famvir,00078036815,ORAL,6
8995,Fentanyl Citrate,00641603001,IVPCA,6
8996,Fentanyl Patch,60505700602,TP,6
8997,Fentora,63459054128,BUCCAL,6
8998,Finasteride,16729008910,PO,6
8999,Fioricet,00143178701,ORAL,6
9000,Fluconazole Desensitization,00703102030,IV,6
9001,Fluocinolone Acetonide 0.01% Cream,00713022315,TP,6
9002,Fosfomycin Tromethamine,00456430008,PO,6
9003,Furosemide,51079007320,IV,6
9004,Furosemide,00054329446,PO,6
9005,Gabapentin,00904563261,NG,6
9006,Gabapentin,63739059110,PO,6
9007,Ganciclovir 0.15% Ophth Gel,24208053535,LEFT EYE,6
9008,Gentamicin,00338050748,PB,6
9009,Gentamicin,00338050741,PB,6
9010,Gentamicin 0.3% Ophth. Soln,24208058060,BOTH EYES,6
9011,Gentamicin Sulfate,54868410300,PB,6
9012,Glycopyrrolate,10019001617,PO/NG,6
9013,Glycopyrrolate,00143968025,PO/NG,6
9014,Golytely,52268010001,ORAL,6
9015,GuaiFENesin,00372000604,PO/NG,6
9016,Guanfacine,00031890163,ORAL,6
9017,HYDROmorphone-HP,00409263405,IV,6
9018,Heparin,63323054011,DIALYS,6
9019,Heparin,25021040010,IMPELLA,6
9020,Heparin Sodium,63323026201,IP,6
9021,Heparin Sodium,00409779362,IV DRIP,6
9022,Humulin R,00002821501,SC,6
9023,Hyaluronidase,24208000202,SC,6
9024,HydrALAzine,49884002901,NG,6
9025,HydrALAzine,00182055489,NG,6
9026,Hydrocortisone,00603389919,PO,6
9027,Hydrocortisone Na Succ.,00009001104,IM,6
9028,Hydroxypropyl Meth. 2.5% Ophth,17478006412,OU,6
9029,ILOperidone,00078059620,PO,6
9030,INV-Dalteparin,00069022301,SC,6
9031,Ibuprofen Suspension,00904585361,PO/NG,6
9032,Iloperidone,43068010202,PO/NG,6
9033,Imatinib ,00078043815,PO,6
9034,Insulin,00002821501,IV DRIP,6
9035,Insulin Human 70/30,00002871501,SC,6
9036,Ipratropium,00597002402,IH,6
9037,Iron Sucrose,00517234010,IV,6
9038,Isosorbide,62175011937,PO,6
9039,Isosorbide Dinitrate,00781155613,NG,6
9040,Isosorbide Mononitrate,62175010601,PO,6
9041,JANUVIA,00006027731,ORAL,6
9042,Ketamine ,00409205105,IV,6
9043,Ketorolac 0.5% Ophth Soln,61314012605,BOTH EYES,6
9044,LACOSamide,00131248060,PO,6
9045,LORazepam,00641604425,IM,6
9046,LORazepam,00409198530,PO,6
9047,LaMOTrigine,00093068801,PO,6
9048,Lacosamide,00131248035,ORAL,6
9049,Lamictal,00173063302,ORAL,6
9050,Lamictal,00093046301,ORAL,6
9051,LamoTRIgine,00093068801,PO/NG,6
9052,LamoTRIgine,00173075600,PO/NG,6
9053,Lanthanum,54092025290,NG,6
9054,LeVETiracetam,50474059540,NG,6
9055,LeVETiracetam Oral Solution,68084033701,PO/NG,6
9056,Leflunomide,00093017456,ORAL,6
9057,Levalbuterol HCl,63402051224,IN,6
9058,Levalbuterol Neb,63402051224,IN,6
9059,Levemir,00169368712,SUBCUT,6
9060,Levetiracetam,50474000148,NG,6
9061,LevoFLOXacin,00904635261,PO/NG,6
9062,Levonorgestrel,51285016288,PO,6
9063,Levonorgestrel,68180085211,PO,6
9064,Levothyroxine Sodium,00378180077,NG,6
9065,Levothyroxine Sodium,67544088660,NG,6
9066,Levoxyl,52604512501,ORAL,6
9067,Lidocaine 1% (For PICC/Midline Insertions),55150015974,SC,6
9068,Lidocaine 2%/Epinephrine,00186012201,SC,6
9069,Liothyronine Sodium,00007521006,IV,6
9070,Liothyronine Sodium,51862032001,PO/NG,6
9071,Lithium ,00054002025,PO,6
9072,Lithium Carbonate,00054002125,PO,6
9073,Lithium Carbonate ,00054002025,PO,6
9074,Lorazepam,68084008901,IV,6
9075,Lorazepam,00641604425,IV,6
9076,Lumigan,00023918703,RIGHT EYE,6
9077,Magnesium Sulfate,00409672924,PB,6
9078,Megestrol,49884090738,ORAL,6
9079,Meperidine,00409117630,IM,6
9080,Meperidine,00409120120,IVPCA,6
9081,Methadone,68084073801,PO,6
9082,Methotrexate Sodium,61703035038,SC,6
9083,Methotrexate Sodium P.F.,55390003410,IT,6
9084,MethylPREDNISolone Sodium Succ,00009338901,IV,6
9085,Methylprednisolone ACETATE,00009307303,INTERSPACE,6
9086,Metoclopramide,54868416700,IM,6
9087,Metoclopramide,00121157610,NG,6
9088,MetroNIDAZOLE,68084096601,NG,6
9089,Microgestin 1/20 (21),52544063028,ORAL,6
9090,Midazolam,00409230517,IM,6
9091,Midazolam,47781058991,IV BOLUS,6
9092,Midodrine,00245021201,NG,6
9093,Milrinone,00143971910,IV BOLUS,6
9094,Misoprostol,68084004101,PO,6
9095,Misoprostol,52959069340,PO,6
9096,Misoprostol,43386016101,PR,6
9097,Morphine,00641607325,IV,6
9098,Morphine ,00054023755,PO,6
9099,Morphine ,68094000162,PO/NG,6
9100,Morphine PCA,00338268975,IVPCA,6
9101,Morphine Sulfat,00054023755,PO/NG,6
9102,Morphine Sulfate IR,00054858516,PO,6
9103,Morphine Sulfate IR,68094000162,PO/NG,6
9104,Moxifloxacin 0.5% Ophth (*NF*),65862084003,OU,6
9105,Multivitamins W/minerals,16500008806,PO,6
9106,Muro 128,24208027715,BOTH EYES,6
9107,NS (Excel),00264780020,PB,6
9108,NYSTATIN ORAL SUSPENSION,66689003750,PO,6
9109,Nafcillin,55150012215,IV,6
9110,Neutra,60258000601,PO,6
9111,NiCARdipine IV,24477032302,IV,6
9112,"Niacinamide 3g, 1g,",00536406801,PO,6
9113,Nifedical XL,67767015101,ORAL,6
9114,Nimodipine,24338020012,PO/NG,6
9115,Nitrofurantoin (Macrodantin),00149000905,PO,6
9116,NovoLOG,00169750111,SUBCUT,6
9117,Nystatin,00121478505,PO,6
9118,Nystatin Powder,00003059320,TP,6
9119,OSELTAMivir,00004080085,PO,6
9120,OXcarbazepine,63304065325,ORAL,6
9121,OXcarbazepine,00781627043,ORAL,6
9122,OXcarbazepine,65162064978,ORAL,6
9123,Octreotide Acetate,00703331104,IV BOLUS,6
9124,Ondanset,62756035664,PO/NG,6
9125,Ondansetron ODT,00781523864,SL,6
9126,Oseltamivir,00004080285,PO,6
9127,Oseltamivir,00004080285,PO/NG,6
9128,Oxacillin,00781910995,IV,6
9129,OxyCODONE (Immediate Release),68084035401,NG,6
9130,OxyCODONE (Immediate Release),00527142636,PO/NG,6
9131,OxycoDONE (Immediate Release) ,68084035401,NG,6
9132,Oxycodone-Acetaminophen (5mg-325mg),00904643761,PO,6
9133,PARoxetine,68084004401,PO,6
9134,PENTObarbital Sodium,67386050152,IV,6
9135,PHENObarbital - ICU Alcohol Withdrawal (Initial Load / Rescue Dose),00641047725,IM,6
9136,PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),00603516821,PO/NG,6
9137,Pegaspargase,54482030101,IV,6
9138,Pegfilgrastim Onpro (On Body Injector) ,55513019201,SC,6
9139,Phenylephrine 2.5 % Ophth Soln,17478020020,RIGHT EYE,6
9140,Phenytoin ,00071000724,PO/NG,6
9141,Phosphorus,60258000601,PO,6
9142,Physostigmine Salicylate,60267060066,IV,6
9143,Polyethylene Glycol 3350,62175044214,ORAL,6
9144,Potassium ,00245004101,PO/NG,6
9145,Potassium Chloride,00456066270,G TUBE,6
9146,Pradaxa,00597013560,ORAL,6
9147,PredniSONE,00054873925,ORAL,6
9148,Promacta,00078068715,ORAL,6
9149,Promethazine,51079089520,NG,6
9150,Propofol,63323027057,IV BOLUS,6
9151,Propoxyphene HCl,00603545921,PO,6
9152,Propranolol,00904655061,PO,6
9153,Propylthiouracil,54868175201,PO/NG,6
9154,Protonix (Granules for DR Suspension),00008084402,PO,6
9155,Pulmicort,00186198904,INHALATION,6
9156,Pyridostigmine Bromide Syrup,00187301220,PO,6
9157,QUEtiapine Fumarate,00904627961,NG,6
9158,Qvar,59310020480,INHALATION,6
9159,Raltegravir 400mg tablet,00006022761,PO,6
9160,Ramipril,65862047601,PO,6
9161,Ranitidine,60687032201,PO/NG,6
9162,Ranitidine (Liquid),00904526161,PO,6
9163,Ranitidine (Liquid),63739048910,PO/NG,6
9164,Rifaximin,65649030105,NG,6
9165,Riluzole,00075770060,ORAL,6
9166,RisperiDONE,65162067384,NG,6
9167,RisperiDONE Long Acting Injection,50458030711,IM,6
9168,Risperidone,60505258600,NG,6
9169,Rituximab,50242005306,IT,6
9170,Rocuronium,10139023511,IV BOLUS,6
9171,Rocuronium,39822420006,IV DRIP,6
9172,Ropinirole HCl,00093528401,PO,6
9173,Secretin,67066000501,IV,6
9174,Senna,00034180080,ORAL,6
9175,Sertraline,68180035309,NG,6
9176,Silibinin,54629014510,IV,6
9177,Simethicone,00904589430,PO/NG,6
9178,Simvastatin,63739057310,PO,6
9179,Sodium Bicarbonate,00223172101,PO/NG,6
9180,Sodium Bicarbonate,00409662502,SC,6
9181,Sodium Chloride 0.9%,00409488850,LOCK,6
9182,Sodium Chloride 3% (Hypertonic),00338005403,IV DRIP,6
9183,Sorbitol,46287050030,ORAL,6
9184,Sterile Water For Irrigation,00338000404,IRR,6
9185,Strattera,00002322830,ORAL,6
9186,Streptozocin,00703463601,IV,6
9187,Suboxone,12496128302,SL,6
9188,Sulfameth/Trimethoprim,00472128416,NG,6
9189,Sulfameth/Trimethoprim SS,53746027101,NG,6
9190,Sulfameth/Trimethoprim Suspension,65862049647,PO,6
9191,Syringe,08290002191,IP,6
9192,Syringe (Intrapleural),08290003528,IV,6
9193,TRAVATAN Z,00065026625,OU,6
9194,Tacrolimus,51079081820,PO,6
9195,Tacrolimus,00469520230,TP,6
9196,Tacrolimus (Self Med),00781210301,PO,6
9197,Talc (Sterile),49452760002,PL,6
9198,Tenofovir Disoproxil (Viread) Powder,61958040301,PO/NG,6
9199,Terbutaline Sulfate,00143974610,SC,6
9200,Terconazole 80mg Vag. Supp,45802071708,VG,6
9201,Tessalon ,58177009111,ORAL,6
9202,Testosterone Cypionate,00009041701,SC,6
9203,Tetracaine 0.5% Ophth Soln,24208092064,BOTH EYES,6
9204,Thalidomide,59572020594,PO,6
9205,Theophylline ,50111048303,PO,6
9206,Thiamine,51645090599,NG,6
9207,Thiamine,51645090501,NG,6
9208,Thioridazine HCl,51079056520,PO,6
9209,Thiotepa,55390003010,IV,6
9210,Tigecycline,16729036468,IV,6
9211,Timolol Maleate 0.25%,60758080205,RIGHT EYE,6
9212,Tirofiban,25208000203,IV BOLUS,6
9213,Tobramycin 0.3% Ophth Ointment,00065064435,RIGHT EYE,6
9214,Tobramycin Sulfate,63323030656,IV,6
9215,Tobramycin-Dexamethasone Ophth Susp,24208029525,BOTH EYES,6
9216,Topiramate (Topamax),68382014014,PO,6
9217,Torsemide,50268075415,PO/NG,6
9218,Tranexamic Acid,55150018810,TP,6
9219,Travatan Z,00065026025,OD,6
9220,Travatan Z,00065026025,OS,6
9221,Tretinoin 0.05% Cream,00574220520,TP,6
9222,Unisom (doxylamine),41167000609,ORAL,6
9223,Urea,00884044904,TP,6
9224,ValGANC,00004003822,PO,6
9225,ValGANCIcl,00004003909,PO,6
9226,ValGANCIclovir (Self Med),00004003822,PO,6
9227,Vancomycin,63323031461,IP,6
9228,Vancomycin,00409433201,PR,6
9229,Vancomycin 14mg/mL Ophth Soln,63323022110,BOTH EYES,6
9230,Xanax,51079078820,ORAL,6
9231,Zarontin,00071023724,ORAL,6
9232,Zeasorb AF,00064065001,TP,6
9233,Zofran,00641608025,IM,6
9234,Zyflo CR,68734071010,ORAL,6
9235,ZyrTEC,51079059720,ORAL,6
9236,acetylcysteine,00409330803,ORAL,6
9237,alb,00944049505,IV,6
9238,aminosalicylic acid,49938010704,ORAL,6
9239,bimatoprost,00023918703,OD,6
9240,bisop,00185077130,ORAL,6
9241,brimonidine,61314014405,BOTH EYES,6
9242,carbidopa-levodopa,18860034201,SL,6
9243,ceti,51079059720,ORAL,6
9244,daclatasvir,00003021501,ORAL,6
9245,dextrose,00409490234,IV,6
9246,diclofenac sodium,24208045725,LEFT EYE,6
9247,diclofenac sodium,24208045725,OD,6
9248,diclofenac sodium,24208045725,OS,6
9249,dolutegravir,49702022813,ORAL,6
9250,dorzolamide,50383023210,OU,6
9251,esomeprazole magnesium,13668015590,ORAL,6
9252,fentaNYL citrate (PF),00641603001,IVPCA,6
9253,fluorouracil,54868095101,TP,6
9254,gabapentin,00172438210,ORAL,6
9255,galantamine,51079085203,ORAL,6
9256,glycopyrrolate,64980013101,ORAL,6
9257,isavuconazonium sulfate,00469032014,ORAL,6
9258,ketorolac,00023218105,OU,6
9259,lacosamide,00131181067,IV,6
9260,lacosamide,00131248035,ORAL,6
9261,lamoTRIgine,00173075600,ORAL,6
9262,lansoprazole,00781573413,ORAL,6
9263,latanoprost,00013830304,OU,6
9264,ledipasvir-sofosbuvir,61958180101,ORAL,6
9265,levothyroxine,00378181377,ORAL,6
9266,linaCLOtide,00456120230,ORAL,6
9267,loper,51079069020,ORAL,6
9268,loratadine,52959045230,ORAL,6
9269,metroNIDAZOLE Desensitization,36000000124,IV,6
9270,multiv,50383068304,PO,6
9271,nadolol,51079081220,ORAL,6
9272,neut,60258000601,PO,6
9273,niacinamide,00536406801,PO,6
9274,ofloxacin,11980077905,LEFT EYE,6
9275,olopatadine,00065027105,BOTH EYES,6
9276,olopatadine,00065027105,OU,6
9277,omeprazole,63739035810,ORAL,6
9278,pirfenidone,64116012101,ORAL,6
9279,prednisoLONE acetate,61314063705,OD,6
9280,proGESTerone,00032170801,VG,6
9281,pyrimethamine,69413033030,ORAL,6
9282,ranitidine HCl,00904526161,ORAL,6
9283,rifAXIMin,65649030303,PO,6
9284,scopolamine base,10019055302,TD,6
9285,sodium,00409663734,IV,6
9286,stavudine,00003196401,ORAL,6
9287,tedizolid,67919004102,ORAL,6
9288,telaprevir,51167010001,ORAL,6
9289,teriparatide,00002840001,SC,6
9290,tiotropium bromide,00597007575,INHALATION,6
9291,trientine,00006066168,ORAL,6
9292,uridine triacetate,69468015104,ORAL,6
9293,valproic acid (as sodium salt),00121467500,ORAL,6
9294,venetoclax,00074056611,ORAL,6
9295,vilazodone,00456111030,ORAL,6
9296,*NF* Arginine HCl,00009043624,IV,5
9297,*NF* Eculizumab,25682000101,IV,5
9298,*NF* Levalbuterol Soln,63402051224,IH,5
9299,*NF* Nilotinib,00078059287,PO,5
9300,0.9% Sodium Chloride,00338004938,ED,5
9301,0.9% Sodium Chloride,00338004903,IJ,5
9302,0.9% Sodium Chloride,00338004938,IR,5
9303,0.9% Sodium Chloride,00338004904,IRR,5
9304,0.9% Sodium Chloride,00338004938,IV INFUSION,5
9305,0.9% Sodium Chloride,00338004938,PO/NG,5
9306,0.9% Sodium Chloride,00338004938,SC,5
9307,0.9% Sodium Chloride,00338004902,SC,5
9308,1/2 NS,00338004303,IV DRIP,5
9309,ARIPiprazole,65162089603,PO,5
9310,ARIPiprazole,59148000735,PO,5
9311,ARIPiprazole,65162089803,PO,5
9312,Acetaminophen,54569281400,PO,5
9313,Acetaminophen (Liquid),00121065721,J TUBE,5
9314,Acetylcysteine ,00517760425,NEB,5
9315,Acular LS,00023218105,OS,5
9316,Acyclovir,00472008216,ORAL,5
9317,Albuterol 0.083% Neb Soln,50383074120,IH,5
9318,Albuterol Sulfate,59310057920,IH,5
9319,Alcohol Dehydrated,00517857510,LOCK,5
9320,Alendronate Sodium,00006093628,PO,5
9321,Aliskiren,70839015030,PO,5
9322,Alteplase,50242004413,IVS,5
9323,Alteplase (Catheter Clearance),50242004413,IJ,5
9324,Alteplase (Catheter Clearance),50242004413,IT,5
9325,Amantadine,68084061101,PO,5
9326,Amantadine Syrup,00121064610,NG,5
9327,Amikacin Inhalation,23155029042,IH,5
9328,Aminocaproic Acid,00409434673,IR,5
9329,Aminocaproic Acid,00409434673,PO,5
9330,Amitiza,64764024060,ORAL,5
9331,Amlodipine,00904636961,PO,5
9332,Amoxicillin,49999016850,NG,5
9333,Amoxicillin,00093310701,PO/NG,5
9334,Amoxicillin-Clavulanate Susp.,66685100101,PO/NG,5
9335,Ampicillin,58016103201,PO,5
9336,Ampicillin Sodium,67457035010,IV,5
9337,Ampicillin-Sulbact Graded Challenge,00049001483,IV,5
9338,Anzemet,00088120806,IV,5
9339,Artificial Tear Ointment,00536108691,LEFT EYE,5
9340,Ascorbic Acid,00074349201,PO,5
9341,Aspirin ,00904404073,ORAL,5
9342,Aspirin Desensitization (Angioedema),68016001129,PO,5
9343,Aspirin Desensitization (Urticaria/Angioedema),00536100836,PO,5
9344,Aspirin EC,00904628889,PO,5
9345,Aspirin EC,63739002401,PO,5
9346,Atorvastatin,51079021103,NG,5
9347,Atorvastatin,00071015892,ORAL,5
9348,Atorvastatin,00904629161,PO,5
9349,Becaplermin Gel 0.01%,00064081015,TP,5
9350,Becaplermin Gel 0.01%,50484081015,TP,5
9351,Benztropine Mesylate,68084038801,IM,5
9352,Benztropine Mesylate,63323097002,IM,5
9353,Benztropine Mesylate,76385010401,PO,5
9354,Bethanechol,64679096501,NG,5
9355,Bimatoprost,00023918703,OS,5
9356,Bisacodyl,00536338101,NG,5
9357,Bisacodyl,00182853489,PR,5
9358,Brinzolamide 1% Ophth (*NF* ),00065027510,BOTH EYES,5
9359,BuP,00591083960,PO,5
9360,BuPROPi,00591083960,PO,5
9361,BuPROPion,00173073002,PO,5
9362,BuPROPion,10370010103,PO/NG,5
9363,BuPROPion ,00591083960,PO,5
9364,Bupivacaine 0.5%,00409116202,IT,5
9365,COQ10 200 mg capsule,10939003722,PO,5
9366,Caffeine-Sodium Benzoate,00517250210,PO,5
9367,Calcitonin Salmon,67457067502,ID,5
9368,Calcium Carbonate Suspension,10939011801,NG,5
9369,Calcium Gluconate,63323031110,IP,5
9370,Capecitabine,00004110150,PO,5
9371,Capreomycin *NF* ,17478008050,IV,5
9372,CarBAMazepine Suspension,68094000859,PO/NG,5
9373,CarBAMazepine Suspension,68094000862,PO/NG,5
9374,Carbamide Peroxide 6.5%,42037010478,RIGHT EAR,5
9375,Carbidopa-Levodopa (25-100),51079088420,NG,5
9376,Carvedilol,51079077120,NG,5
9377,CefTAZidime Antibiotic Lock,10019069102,LOCK,5
9378,CefTRIAXone,00781320895,IM,5
9379,CefazoLIN,60505076900,IV,5
9380,CefePIME,60505068104,IM,5
9381,CefePIME,51479005420,IV,5
9382,Cephalexin,00143989701,NG,5
9383,Chlorhexidine Gluconate,54569523500,PO,5
9384,Cidofovir 1% Topical Paste,61958010101,TP,5
9385,Ciprofloxacin,68084007001,IV,5
9386,Ciprofloxacin IV,00703095603,DWELL,5
9387,Citalopram,54838054070,PO,5
9388,Clindamycin Solution,00009076004,PO,5
9389,ClonazePAM,00904610161,PO,5
9390,CoQ10 200mg,10939003722,PO/NG,5
9391,Codeine Phosphate,00409109732,IM,5
9392,Cyanocobalamin,00517003125,IJ,5
9393,Cyclopentolate 1%,00065039602,LEFT EYE,5
9394,Cyproheptadine,54868133201,ORAL,5
9395,D20W (Glass Bottle),00409153503,IV,5
9396,DACTINomycin,67457051305,IV,5
9397,DACTINomycin,55292081155,IV,5
9398,DICYCLOMine,51079011820,PO,5
9399,DOXOrubicin,00143927701,IV,5
9400,Dantrolene,42367054032,IV,5
9401,Dapsone,49938010230,PO,5
9402,Daptomycin,00703012501,LOCK,5
9403,Darunavir,59676056001,ORAL,5
9404,Darunavir 600mg tablet,59676056201,PO,5
9405,Desmopressin Acetate,69918090110,IV,5
9406,Dex,00054817625,PO,5
