,drugname,routeadmin,count
4859,albuterol sulfate (PROVENTIL) (2.5 MG/3ML) 0.083% inhalation solution 2.5 mg,EZPAP,8
4860,15 ML CUP : POTASSIUM CHLORIDE 10 % ORAL LIQD,Gtub,8
4861,FOLIC ACID,.ROUTE,8
4862,folic acid,ND,8
4863,FOLIC ACID 1 MG TAB,GTUBE,8
4864,FENTANYL,TRND,8
4865,GLUTOSE 15,PO (oral)                                                                                           ,8
4866,Colace,NG,8
4867,DOCUSATE SODIUM,DEVICE,8
4868,DOCUSATE SODIUM,J TUBE,8
4869,METOPROLOL 1 MG/ML 5ML SDV INJ,PO,8
4870,METOPROLOL TARTRATE 25 MG PO TABS,Gastric Tube (PEG),8
4871,metoprolol (LOPRESSOR) tab 12.5 mg,GTUBE,8
4872,KETOROLAC TROMETHAMINE,ORAL,8
4873,RESTORIL,PEG,8
4874,ONDANSETRON HCL,IV (injection)                                                                                      ,8
4875,ondansetron (ZOFRAN) injection 4 mg,Intramuscular,8
4876,predniSONE 20 MG TAB,FT,8
4877,"0.9%NaCl 1,000 mL",Central Line,8
4878,"Sodium Chloride 0.9% 1,000 mL",Device,8
4879,SODIUM CHLORIDE 0.9 % SYRINGE : 10 ML SYRINGE,See Instruct,8
4880,100 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,EP,8
4881,DEXAMETHASONE,IVP,8
4882,MULTIVITAMIN,NG,8
4883,Tylenol,PEG-tube,8
4884,Tylenol,Feeding Tube,8
4885,Tylenol,G-Tube,8
4886,ACETAMINOPHEN 325 MG TABLET,PO,8
4887,DIAZEPAM,NG,8
4888,DIAZEPAM 5 MG PO TABS,Gastric Tube (PEG),8
4889,CORDARONE,PEG,8
4890,AMIODARONE HCL,PO (oral)                                                                                           ,8
4891,MIDAZOLAM INJ,INJ,8
4892,amLODIPine,J TUBE,8
4893,AMLODIPINE BESYLATE,PO (oral)                                                                                           ,8
4894,LEVAQUIN,PEG,8
4895,MAGNESIUM OXIDE,NG,8
4896,2 ML  -  METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN,IM,8
4897,CLONAZEPAM,.ROUTE,8
4898,polyethylene glycol,J-Tube,8
4899,CATAPRES,NG,8
4900,LACTULOSE 20 GRAM/30 ML UD LIQ,PR,8
4901,ATORVASTATIN,PEG,8
4902,ATORVASTATIN,NGTUBE,8
4903,nafcillin,Intravenous,8
4904,HALOPERIDOL,TUBE,8
4905,GABAPENTIN,ORAL GASTR,8
4906,DIPHENHYDRAMINE HCL 25 MG PO CAPS,Nasogastric Tube,8
4907,1 ML  -  DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IM,8
4908,GLUCAGON INJ,SQ,8
4909,IBUPROFEN,IV,8
4910,SODIUM POLYSTYRENE SULFONATE,G-TUBE,8
4911,Pepcid,PegTube,8
4912,DILTIAZEM HCL,NG-TUBE,8
4913,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Per G Tube,8
4914,CHLORHEXIDINE GLUCONATE 0.12%,MOUTHWASH,8
4915,oxyCODONE-acetaminophen,Tube,8
4916,LIDOCAINE 1% PF,SUBCUTAN,8
4917,LEVETIRACETAM,NG,8
4918,PROPOFOL 1000 MG/100 ML,IV,8
4919,LORazepam,SUBLINGUAL,8
4920,LORAZEPAM 0.5 MG PO TABS,Gastric Tube (PEG),8
4921,PHENERGAN,REC,8
4922,WARFARIN SOD,.ROUTE,8
4923,THIAMINE HCL,INTRAVENOUS,8
4924,DECADRON,NG Tube,8
4925,IBUPROFEN,PO (oral)                                                                                           ,8
4926,FAMOTIDINE,PEG,8
4927,VANCOMYCIN,RTL,8
4928,TACROLIMUS 1 MG PO CAPS,Per G Tube,8
4929,SODIUM CHLORIDE,ORAL/TUBE,8
4930,CLONIDINE HCL 0.1 MG PO TABS,Per G Tube,8
4931,XANAX,PEJ,8
4932,gabapentin,J-tube,8
4933,QUETIAPINE FUMARATE 25 MG PO TABS,NGT,8
4934,BUMEX,IVP,8
4935,1 ML  -  HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,IP,8
4936,Haldol,Intravenous,8
4937,famotidine,PO or G-tube,8
4938,ASPIRIN,RC,8
4939,DOCUSATE SODIUM,GT,8
4940,VITAMIN D 1000 UNITS PO TABS,PEG TUBE,8
4941,AMLODIPINE 5 MG TABLET,Gtub,8
4942,XANAX,NG,8
4943,WARFARIN SODIUM 5 MG PO TABS,PER TUBE,8
4944,HYDROmorphone 1 MG/1 ML SYR,IM,8
4945,LIDOCAINE 1% 10MG/ML 20ML MDV INJ,IV Push,8
4946,REGLAN,NG Tube,8
4947,BACITRACIN,DEVICE,8
4948,MOTRIN,NG Tube,8
4949,CALCIUM GLUCONATE 10 % IV SOLN,PERIPH IV,8
4950,HYDROCHLOROTHIAZIDE,ZPYXVEND,8
4951,CARVEDILOL 12.5 MG PO TABS,Per G Tube,8
4952,HYDROcodone-acetaminophen,Tube,8
4953,POLYETHYLENE GLYCOL,NG,8
4954,oxyCODONE-acetaminophen,PO,8
4955,HYDRALAZINE HCL,IV (injection)                                                                                      ,8
4956,ADVAIR DISKUS,Inhaled (inhalation)                                                                                ,8
4957,DILAUDID 1MG/ML,IM,8
4958,LABETALOL,PO,8
4959,GABAPENTIN,G-TUBE,8
4960,ASPIRIN 325 MG EC TAB,NG,8
4961,PLAVIX,PEG,8
4962,LISINOPRIL,NG-TUBE,8
4963,"1 ML VIAL : HEPARIN (PORCINE) 5,000 UNIT/ML INJ SOLN",IV,8
4964,HYDRALAZINE HCL 25 MG PO TABS,Per NG tube,8
4965,ALPRAZOLAM,IV,8
4966,PROPOFOL,INTRAVENOUS,8
4967,Protonix,Feeding Tube,8
4968,CALCIUM GLUCONATE 10 % IV SOLN,CRRT,8
4969,GABAPENTIN 300 MG PO CAPS,Other,8
4970,MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,Oral Gastric Tube,8
4971,CALCIUM CARBONATE ANTACID 500 MG PO CHEW,Gastric Tube (PEG),8
4972,docusate,PEG-tube,8
4973,BUMETANIDE,G-TUBE,8
4974,PROCHLORPERAZINE MALEATE 10 MG PO TABS,Gastric Tube (PEG),8
4975,cloNIDine 0.1 MG TAB,NG,8
4976,ATENOLOL,ZPYXVEND,7
4977,LORazepam,Route,7
4978,Midazolam,Route,7
4979,SIMVASTATIN,ZPYXVEND,7
4980,BISACODYL SUPP,.ROUTE,7
4981,GLYCOPYRROLATE,Route,7
4982,ASPIRIN CHEWABLE,OGT,7
4983,PANTOPRAZOLE SODIUM,NG,7
4984,SODIUM CHLORIDE 0.9%,COSIG INH,7
4985,LORAZEPAM 1 MG PO TABS,Nasogastric,7
4986,CARVEDILOL 25 MG PO TABS,Per NG tube,7
4987,FUROSEMIDE 20 MG PO TABS,Per NG tube,7
4988,LISINOPRIL 10 MG PO TABS,Per G Tube,7
4989,LORATADINE 10 MG PO TABS,PEG TUBE,7
4990,OXYCODONE   5 MG ORAL TAB,J-tube(Jeju),7
4991,CARVEDILOL 6.25 MG PO TABS,Per NG tube,7
4992,DEXAMETHASONE 4 MG PO TABS,PER NG TUBE,7
4993,MIDODRINE HCL 5 MG PO TABS,Per NG tube,7
4994,TRAMADOL HCL 50 MG PO TABS,PER G TUBE,7
4995,HYDRALAZINE HCL 25 MG PO TABS,PER TUBE,7
4996,LIDOCAINE 1% 10MG/ML 20ML MDV INJ,ENDO,7
4997,ATORVASTATIN CALCIUM 20 MG PO TABS,PEG TUBE,7
4998,ATORVASTATIN CALCIUM 40 MG PO TABS,Per G Tube,7
4999,BISACODYL SUPP,PR,7
5000,SODIUM PHOSPHATE,MISCELL,7
5001,aspirin,NG-tube,7
5002,ASPIRIN (BABY ASA) 81 MG TAB,PR,7
5003,LEVOTHYROXINE SODIUM,TUBE,7
5004,LEVOTHYROXINE SODIUM 25 MCG PO TABS,Nasogastric Tube,7
5005,PIPERACILLIN-TAZOBACTAM 3.375 G MINI-BAG PLUS,Intravenous,7
5006,POLYETHYLENE GLYCOL 3350 UDPWD,PEG,7
5007,POTASSIUM CHLORIDE,MISCELL,7
5008,potassium CHLORIDE 20 MEQ TR TAB,NG,7
5009,POTASSIUM CHLORIDE 20 MEQ PO PACK,Jejunostomy Tube,7
5010,15 ML CUP : POTASSIUM CHLORIDE 10 % ORAL LIQD,JTub,7
5011,TAMSULOSIN HCL 0.4 MG PO CAPS,Nasogastric Tube,7
5012,Colace,NG or OG,7
5013,Colace,GTUBE,7
5014,DOCUSATE SODIUM,NGTUBE,7
5015,MAGNESIUM HYDROXIDE,IV,7
5016,HYDROCORTISONE SOD SUCCINATE,INTRATHECA,7
5017,THIAMINE HCL 100 MG PO TABS,Per NG tube,7
5018,LOPRESSOR,J Tube,7
5019,metoPROLOL,Feeding,7
5020,METOPROLOL TARTRATE,PEG,7
5021,metoprolol tartrate,NG,7
5022,METOPROLOL TARTRATE 25 MG TAB,JTUBE,7
5023,METOPROLOL TARTRATE 25 MG PO TABS,Dobhoff Tube,7
5024,TORADOL,IVP,7
5025,KETOROLAC TROMETHAMINE,IV (injection)                                                                                      ,7
5026,METRONIDAZOLE 500 MG PO TABS,Per G Tube,7
5027,predniSONE,GT,7
5028,predniSONE 20 MG TAB,PEG,7
5029,PREDNISONE 5 MG PO TABS,Nasogastric Tube,7
5030,DEXAMETHASONE,TUBE,7
5031,ACETAMINOPHEN,OG-TUBE,7
5032,ACETAMINOPHEN,Per rectum (rectal)                                                                                 ,7
5033,acetaminophen,PegTube,7
5034,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,Rectal,7
5035,LASIX,IV (injection)                                                                                      ,7
5036,Lasix,PegTube,7
5037,Lasix,Intravenous,7
5038,furosemide (LASIX) tab 40 mg,PEGTUBE,7
5039,FUROSEMIDE 10 MG/1 ML 4ML SDV INJ,IVPB,7
5040,4 ML : FUROSEMIDE 10 MG/ML IJ SOLN,IM,7
5041,DIAZEPAM,ORAL/TUBE,7
5042,BUMETANIDE,TUBE,7
5043,ALPRAZOLAM 0.5 MG PO TABS,PER G TUBE,7
5044,NALOXONE HCL,IM,7
5045,CORDARONE,PO (oral)                                                                                           ,7
5046,AMIODARONE,OG,7
5047,AMIODARONE,PO/NG,7
5048,AMIODARONE 200 MG TAB,GTUBE,7
5049,MIDAZOLAM HCL,IV (injection)                                                                                      ,7
5050,hydrALAZINE,PO or NG,7
5051,hydrALAZINE INJ,INJ,7
5052,hydrALAZINE 20 MG/1 ML 1 ML INJ,PO,7
5053,MAGNESIUM OXIDE 400 MG TAB,NG,7
5054,MAGNESIUM SULFATE 50 % IJ SOLN,PERIPH IV,7
5055,clonazePAM,ORAL GASTR,7
5056,CLONAZEPAM 0.5 MG PO TABS,NGT,7
5057,CLONIDINE HCL 0.1 MG PO TABS,NGT,7
5058,CLONIDINE HCL 0.1 MG PO TABS,Dobhoff Tube,7
5059,ZOFRAN ODT,NG Tube,7
5060,traZODone,PEG TUBE,7
5061,ATORVASTATIN,NG-TUBE,7
5062,gabapentin,G-Tube,7
5063,gabapentin,PegTube,7
5064,Benadryl,G-Tube,7
5065,diphenhydrAMINE 50 MG/1 ML 1 ML INJ,IM,7
5066,PLAVIX,ND,7
5067,Plavix,NG,7
5068,LISINOPRIL,NASOGASTRI,7
5069,LISINOPRIL 10 MG PO TABS,Dobhoff Tube,7
5070,GLUCAGON HCL (RDNA) 1 MG INJ SOLR,Intravenous,7
5071,IBUPROFEN,ORAL GASTR,7
5072,100 ML GLASS CONT : IOPAMIDOL 61 % IV SOLN,Intraductal,7
5073,SODIUM POLYSTYRENE SULFONATE,OG,7
5074,1 ML CRTRDG-NDL : MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,IM,7
5075,DILAUDID,IV (injection)                                                                                      ,7
5076,DILAUDID,subCUT,7
5077,AMBIEN,NG Tube,7
5078,Sodium Chloride 0.9%,IR,7
5079,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,PER J TUBE,7
5080,NEOSTIGMINE METHYLSULFATE,SUBCUT,7
5081,LIDOCAINE 1% PF,SC,7
5082,CHLORHEXIDINE GLUCONATE 0.12%,MISC,7
5083,VANCOCIN,PO,7
5084,oxyCODONE,PegTube,7
5085,oxyCODONE,GTUBE,7
5086,ROXICODONE,PEG,7
5087,OXYCODONE IR,PEG TUBE,7
5088,LEVETIRACETAM,PEG-TUBE,7
5089,ASCORBIC ACID 500 MG TAB,NG,7
5090,FERROUS SULFATE,GT,7
5091,Coreg,NG,7
5092,CARVEDILOL 3.125 MG PO TABS,Per NG tube,7
5093,glycopyrrolate,Oral,7
5094,LORazepam,SL,7
5095,LORazepam INJ,IV/IM,7
5096,1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,IV,7
5097,PANTOPRAZOLE,TUBE,7
5098,WARFARIN SOD,GTUBE,7
5099,WARFARIN 5 MG TAB,PEG,7
5100,K-DUR,NG Tube,7
5101,POTASSIUM PHOSPHATE,INTRAVENOUS,7
5102,LABETALOL,TUBE,7
5103,LEVOFLOXACIN 750 MG PO TABS,PER G TUBE,7
5104,NEURONTIN,PO (oral)                                                                                           ,7
5105,morphine,Subcutaneous,7
5106,LIDOCAINE 10 MG/ML (1 %) INJECTION 20 ML VIAL,TRACHEAL TUB,7
5107,Coumadin,NG,7
5108,LACTATED RINGERS,IV - continuous infusion (intravenous)                                                              ,7
5109,"Sodium Chloride 0.9% 1,000 mL",Central Line,7
5110,FAMOTIDINE 20 MG TABLET,PER G TUBE,7
5111,TACROLIMUS,ORAL GASTR,7
5112,MIRALAX,J Tube,7
5113,HYDROMORPHONE INJ,INJ,7
5114,LORazepam 0.5 MG TAB,PEG,7
5115,HYDROCORTISONE SOD SUCCINATE,IVP,7
5116,ATORVASTATIN 40 MG TAB,FT,7
5117,SODIUM CHLORIDE,G-TUBE,7
5118,HEPARIN,IPERITNL,7
5119,KLOR-CON,J Tube,7
5120,WARFARIN SODIUM 3 MG PO TABS,PEG TUBE,7
5121,EPINEPHrine,IntraMUSCULAR,7
5122,HALOPERIDOL,IVP,7
5123,NaCl 0.9% Bolus,DIAL,7
5124,gabapentin,PEG-tube,7
5125,polyethylene glycol 3350 (MIRALAX) oral powder 17 g,JTUBE,7
5126,polyethylene glycol 3350 (MIRALAX) oral powder 17 g,GTUBE,7
5127,MAGNESIUM HYDROXIDE,JTUBE,7
5128,FUROSEMIDE 20 MG TAB,PEG,7
5129,AMLODIPINE BESYLATE,GTUBE,7
5130,LEVOTHYROXINE SODIUM 100 MCG PO TABS,PER J TUBE,7
5131,Colace,J-tube,7
5132,levetiracetam,PegTube,7
5133,heparin,misc,7
5134,PANTOPRAZOLE 40 MG in 100 mL NS,IVPB,7
5135,CARVEDILOL 6.25 MG PO TABS,PEG TUBE,7
5136,RESTORIL,G Tube,7
5137,ZOFRAN,IM,7
5138,OXYCODONE IR,NASOGASTRI,7
5139,LEVOTHYROXINE SODIUM 100 MCG PO TABS,Per G Tube,7
5140,digoxin,PegTube,7
5141,TRAZODONE HCL 50 MG PO TABS,Per NG tube,7
5142,LISINOPRIL,DEVICE,7
5143,MORPHINE SULFATE,DEVICE,7
5144,OXYCODONE   5 MG ORAL TAB,Feeding Tube,7
5145,PROCHLORPERAZINE MALEATE 5 MG PO TABS,PER NG TUBE,7
5146,ONDANSETRON 4 MG PO TAB-DISPERSE,Per NG tube,7
5147,BACITRACIN,Route,7
5148,POLYETHYLENE GLYCOL,.ROUTE,7
5149,ZOLPIDEM TARTRATE,IV,7
5150,SODIUM CHLORIDE 0.9%,IRRIG,7
5151,predniSONE,NASOGASTRI,7
5152,XANAX,J Tube,7
5153,HYDRALAZINE 20 MG/ML INJ SOLN,IntraVENOUS,7
5154,METOPROLOL TARTRATE 50 MG PO TABS,Gastric Tube (PEG),7
5155,LACTULOSE,RTL,7
5156,pantoprazole,Other,7
5157,TRAZODONE  50 MG ORAL TAB,NG- NasoGast,7
5158,DOCUSATE SODIUM 100 MG CAP,GTUBE,7
5159,hydroCORTisone  (PF) 100 MG INJ,IVPB,7
5160,FLAGYL,PEG,7
5161,LORazepam 0.5 MG TAB,GTUBE,7
5162,SODIUM CHLORIDE,NG,7
5163,ASPIRIN 81 MG PO CHEW,PER J TUBE,7
5164,zolpidem,MISC,7
5165,CARVEDILOL,PEG TUBE,7
5166,LEVOFLOXACIN,PEG TUBE,7
5167,KAYCIEL,J Tube,7
5168,ALTEPLASE 2 MG IJ SOLR,IV,7
5169,ALPRAZOLAM 0.5 MG PO TABS,Per G Tube,7
5170,WARFARIN,PEG,7
5171,omeprazole,PegTube,7
5172,pantoprazole,Feeding Tube,7
5173,FOLIC ACID 5 MG/ML IJ SOLN,PERIPH IV,7
5174,LOSARTAN POTASSIUM 50 MG PO TABS,Nasogastric Tube,7
5175,glycopyrrolate,Subcutaneous,7
5176,LISINOPRIL 2.5 MG PO TABS,PEG TUBE,7
5177,PROCHLORPERAZINE MALEATE 10 MG PO TABS,PER G TUBE,7
5178,THIAMINE HCL,PO/NG,7
5179,zolpidem,Feeding Tube,7
5180,COLACE,OGT,6
5181,CEPHULAC,OGT,6
5182,PROTONIX,Intravenous,6
5183,BISACODYL,ZPYXVEND,6
5184,ALPRAZolam,ZPYXVEND,6
5185,POTASSIUM CHLORIDE,IV CONT,6
5186,POTASSIUM PHOSPHATE,ZPYXVEND,6
5187,DIAZEPAM 5 MG PO TABS,PEG TUBE,6
5188,"HEPARIN 5,000 UNIT/ML",COSIG IV,6
5189,TACROLIMUS 1 MG PO CAPS,PER NG TUBE,6
5190,CARVEDILOL 25 MG PO TABS,PER TUBE,6
5191,FUROSEMIDE 40 MG PO TABS,PER TUBE,6
5192,GABAPENTIN 300 MG PO CAPS,PER TUBE,6
5193,SIMVASTATIN 20 MG PO TABS,PER TUBE,6
5194,CARVEDILOL 6.25 MG PO TABS,PER TUBE,6
5195,TRAZODONE HCL 50 MG PO TABS,PER NG TUBE,6
5196,WARFARIN SODIUM 2 MG PO TABS,PER G TUBE,6
5197,WARFARIN SODIUM 4 MG PO TABS,PEG TUBE,6
5198,WARFARIN SODIUM 5 MG PO TABS,Per G Tube,6
5199,CHLORHEXIDINE GLUCONATE 0.12%,MUCOUS MEMBRANE,6
5200,HYDRALAZINE HCL 50 MG PO TABS,Per NG tube,6
5201,CALCIUM GLUCONATE 10 % IV SOLN,Machine prim,6
5202,30 ML  -  IOPAMIDOL 61 % IV SOLN,JOINT,6
5203,PRAVASTATIN SODIUM 40 MG PO TABS,PER G TUBE,6
5204,QUETIAPINE FUMARATE 25 MG PO TABS,PER TUBE,6
5205,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Per G Tube,6
5206,DIGOXIN,ORAL GASTR,6
5207,senna,NG-tube,6
5208,senna,NG or OG,6
5209,senna (SENOKOT) 1 Tab,PEGTUBE,6
5210,POTASSIUM SODIUM PHOSPHATE PWDPKT,GTUBE,6
5211,POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PACK,Per G Tube,6
5212,bisacodyl (DULCOLAX) suppository 10 mg,PR,6
5213,ASPIRIN,GTUBE,6
5214,ASPIRIN,OG-TUBE,6
5215,aspirin,Chewed,6
5216,ASPIRIN CHEWABLE,G-TUBE,6
5217,ASPIRIN 81 MG EC TAB,NG,6
5218,ASPIRIN 81 MG CHEWABLE TABLET,PER G TUBE,6
5219,SYNTHROID,ND,6
5220,SYNTHROID,PO (oral)                                                                                           ,6
5221,potassium CHLORIDE 20 MEQ UD LIQ,JTUBE,6
5222,potassium CHLORide liquid 20 mEq,TF,6
5223,FOLIC ACID 1 MG TAB,PEG,6
5224,dexmedetomidine,IV,6
5225,TAMSULOSIN 0.4 MG CAP,GTUBE,6
5226,TAMSULOSIN 0.4 MG CAP,FT,6
5227,FENTANYL CITRATE 0.05 MG/ML IJ SOLN,Epidur,6
5228,DOCUSATE SODIUM 100 MG PO CAPS,PER G TUBE,6
5229,LABETALOL HCL,IVP,6
5230,METOPROLOL,INTRAVENOUS,6
5231,METOPROLOL TARTRATE,NASOGASTRI,6
5232,meTOPROLOL tartrate,PEG,6
5233,ATENOLOL,G-TUBE,6
5234,methylPREDNISolone 40 MG INJ,IVPB,6
5235,FLAGYL,IV (intravenous)                                                                                    ,6
5236,METRONIDAZOLE 500 MG PO TABS,Gastric Tube (PEG),6
5237,predniSONE,GTUBE,6
5238,predniSONE,MISC,6
5239,PREDNISONE 20 MG TABLET,Tube,6
5240,SODIUM CHLORIDE 0.9%,INTRAPERIT,6
5241,SODIUM CHLORIDE 0.9 % IV SOLP,IR,6
5242,SODIUM CHLORIDE 0.9% 250 ML LVP,Arterial,6
5243,HYDROCHLOROTHIAZIDE,.ROUTE,6
5244,DEXAMETHASONE 4 MG/1ML INJECTION,Oral,6
5245,SPIRONOLACTONE,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,6
5246,DEXAMETHASONE,ORAL/TUBE,6
5247,TYLENOL,J Tube,6
5248,Acetaminophen TAB,NGtube,6
5249,ACETAMINOPHEN 325 MG TABLET,PER G TUBE,6
5250,ACETAMINOPHEN 325 MG PO TABS,Oral Gastric Tube,6
5251,LASIX,PO (oral)                                                                                           ,6
5252,LASIX,NG,6
5253,FUROSEMIDE,PEG-TUBE,6
5254,FUROSEMIDE 20 MG TAB,NG,6
5255,furosemide (LASIX) tablet 40 mg,Tube,6
5256,DIAZEPAM,IV (injection)                                                                                      ,6
5257,ALPRAZolam,J TUBE,6
5258,CITALOPRAM,J TUBE,6
5259,NALOXONE,INTRAMUSCU,6
5260,NALOXONE HCL,IVP,6
5261,CORDARONE,ND,6
5262,AMIODARONE HCL,IV (intravenous)                                                                                    ,6
5263,HYDRALAZINE,PEG,6
5264,MAGNESIUM OXIDE,PEG,6
5265,MAGNESIUM OXIDE,ORAL GASTR,6
5266,MAGNESIUM SULFATE,IV (intravenous)                                                                                    ,6
5267,LOSARTAN POTASSIUM 50 MG PO TABS,PER G TUBE,6
5268,CLONAZEPAM,PEG,6
5269,clonazePAM,Feeding Tube,6
5270,clonazePAM,PEG TUBE,6
5271,CLONAZEPAM 0.5 MG PO TABS,Per G Tube,6
5272,CLONIDINE HCL 0.1 MG PO TABS,PEGTUBE,6
5273,lactulose,NG or OG,6
5274,TRAZODONE HCL 50 MG PO TABS,Nasogastric Tube,6
5275,ATORVASTATIN CALCIUM 40 MG PO TABS,Nasogastric Tube,6
5276,ATORVASTATIN CALCIUM 40 MG PO TABS,Gastric Tube (PEG),6
5277,HALDOL,NG Tube,6
5278,traMADol,PegTube,6
5279,GABAPENTIN 100 MG PO CAPS,PER G TUBE,6
5280,diphenhydrAMINE,IntraMUSCULAR,6
5281,diphenhydrAMINE HCl,PO,6
5282,LISINOPRIL,PEG,6
5283,lisinopril,PegTube,6
5284,LISINOPRIL 20 MG TAB,FT,6
5285,MAG/ALUM HYDROXIDE W/SIMETH,NG,6
5286,KAYEXALATE,PEG,6
5287,SODIUM POLYSTYRENE SULFONATE,NG-TUBE,6
5288,morphine,INTRAMUSCU,6
5289,NITROGLYCERIN,Transdermal (Transdermal)                                                                           ,6
5290,NITROGLYCERIN,IV,6
5291,nitroGLYCERIN,TOP,6
5292,HYDROmorphone,Intramuscular,6
5293,ZOLPIDEM 5 MG TABLET,PO,6
5294,ZOLPIDEM 5 MG TABLET,PER NG TUBE,6
5295,SIMVASTATIN,ORAL/TUBE,6
5296,Pepcid,PEG-tube,6
5297,FAMOTIDINE,NG-TUBE,6
5298,DILTIAZEM HCL,PEG,6
5299,DILTIAZEM HCL,PEG-TUBE,6
5300,DILTIAZEM HCL,DEVICE,6
5301,SEROQUEL,PO,6
5302,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,PER NG TUBE,6
5303,LIDOCAINE HCL 1%,IV,6
5304,VANCOMYCIN,PO,6
5305,VANCOMYCIN,IP,6
5306,vancomycin,IC Dwell,6
5307,OXYCODONE-ACETAMIN 5-325 MG,NG,6
5308,oxyCODONE 5 MG TAB,PEG,6
5309,OXYCODONE HCL 5 MG PO TABS (RANGE) PRN,Oral Gastric Tube,6
5310,KEPPRA,ND,6
5311,LEVETIRACETAM,ORAL/TUBE,6
5312,LEVETIRACETAM,PEG,6
5313,ASCORBIC ACID 500 MG TAB,PEG,6
5314,FERROUS SULFATE,PEG,6
5315,FERROUS SULFATE,NG-TUBE,6
5316,CARVEDILOL,PEG,6
5317,CARVEDILOL,G-TUBE,6
5318,CARVEDILOL,ORAL GASTR,6
5319,levETIRAcetam,MISC,6
5320,LORazepam,NASOGASTRI,6
5321,LORazepam,PEG,6
5322,LORazepam 1 MG TAB,NG,6
5323,LORAZEPAM 1 MG PO TABS,Per G Tube,6
5324,LORAZEPAM 0.5 MG PO TABS,Nasogastric,6
5325,ALTEPLASE 2 MG IJ SOLR,IA,6
5326,ALTEPLASE 2 MG IJ SOLR,Intracavitary,6
5327,HYDROMORPHONE,INTRA-MUSCULAR,6
5328,500 ML : HEPARIN (PORCINE) IN D5W 50-5 UNIT/ML-% IV SOLN,Intra-arterial,6
5329,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION : 10 ML VIAL",subCUT,6
5330,WARFARIN,ORAL/TUBE,6
5331,warfarin sodium (COUMADIN) tab 5 mg,PEGTUBE,6
5332,DILTIAZEM HCL,NG,6
5333,SODIUM CHLORIDE,TUBE,6
5334,potassium chloride 10 mEq in 100 mL ivpb **LOCKED DOSE,CENTRAL IV,6
5335,PREDNISONE,OG,6
5336,Sodium Chloride 0.9% Syringe SSO,MIS,6
5337,DEXAMETHASONE 4 MG PO TABS,Nasogastric Tube,6
5338,MAGNESIUM OXIDE,OG,6
5339,CLONAZEPAM,PO/NG,6
5340,HALOPERIDOL,IV/IM,6
5341,Protonix,IV Push,6
5342,HEPARIN,INJ,6
5343,ONDANSETRON HCL 4 MG TABLET,PER NG TUBE,6
5344,"HEPARIN 25,000 unit(s) in D5W 25",Catheter,6
5345,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,NG,6
5346,NEURONTIN,NG,6
5347,famotidine (PEPCID) tab 20 mg,GTUBE,6
5348,FAMOTIDINE,GTUBE,6
5349,famotidine,G-Tube,6
5350,ASCORBIC ACID 500 MG TAB,GTUBE,6
5351,PANTOPRAZOLE SODIUM,OG,6
5352,GLUCOSE 40%,ORAL/TUBE,6
5353,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,PER TUBE,6
5354,oxycodone-acetaminophen 5-325 mg po tabs,PER G TUBE,6
5355,ALPRAZOLAM,PEG-TUBE,6
5356,LISINOPRIL 2.5 MG PO TABS,PER G TUBE,6
5357,ALTEPLASE 2 MG IJ SOLR,OTHER,6
5358,metroNIDAZOLE,ORAL GASTR,6
5359,Dilaudid,Subcut,6
5360,Zofran,IM,6
5361,vancomycin,Rectal,6
5362,AMLODIPINE BESYLATE,TUBE,6
5363,CLOPIDOGREL BISULFATE,NGTUBE,6
5364,LOSARTAN POTASSIUM 50 MG PO TABS,PEG TUBE,6
5365,LEVOTHYROXINE SODIUM 25 MCG PO TABS,PEG TUBE,6
5366,THIAMINE HCL 100 MG PO TABS,Per G Tube,6
5367,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,Per NG tube,6
5368,COZAAR,G Tube,6
5369,docusate sodium,MISC,6
5370,diphenhydrAMINE 50 MG/1 ML 1 ML INJ,IV Sedation,6
5371,potassium CHLORIDE 20 MEQ TR TAB,FT,6
5372,TYLENOL,OGT,6
5373,LEVOTHYROXINE SODIUM 50 MCG PO TABS,Per NG tube,6
5374,potassium CHLORide liquid 40 mEq,TF,6
5375,INSULIN HUMAN REGULAR,SUBQ,6
5376,1 ML  -  HYDROMORPHONE HCL 1 MG/ML IJ SOLN,SC,6
