,diagnosisstring,icd9code
2366,burns/trauma|trauma - skeletal|bone fracture(s)|right upper extremity|ulna|open,813.90
2367,"burns/trauma|trauma - skeletal|swollen extremity, etiology unknown|r/o hematoma",
2368,"cardiovascular|arrhythmias|bradycardia|pacemaker in place, pacing and capturing",
2369,cardiovascular|diseases of the aorta|aortic aneurysm|thoraco-abdominal|ruptured,"441.6, I71.5"
2370,cardiovascular|shock / hypotension|cardiogenic shock|due to myocardial ischemia,"785.51, R57.0"
2371,cardiovascular|vascular disorders|arterial thromboembolism|left lower extremity,"444.22, I74.3"
2372,cardiovascular|vascular disorders|arterial thromboembolism|left upper extremity,"444.21, I74.2"
2373,"cardiovascular|vascular disorders|swollen extremity, etiology unknown|r/o edema",
2374,cardiovascular|ventricular disorders|congestive heart failure|diastolic|chronic,"428.32, I50.32"
2375,endocrine|glucose metabolism|hyperosmolar nonketotic coma|non-insulin requiring,"250.22, E11.01"
2376,endocrine|pituitary and temperature regulation|hypopituitarism|due to CNS tumor,"253.2, E23.0"
2377,gastrointestinal|hepatic disease|hepatic dysfunction|with cirrhosis|cryptogenic,"571.5, K74.69"
2378,gastrointestinal|intestinal disease|GI obstruction / ileus|obstruction of colon,"560.9, K56.60"
2379,gastrointestinal|intestinal disease|diarrhea|C. difficile colitis|lab confirmed,"008.45, A04.7"
2380,gastrointestinal|intestinal disease|inflammatory  bowel disease|Crohn's disease,"555.9, K50.9"
2381,"gastrointestinal|post-GI surgery|s/p surgery for cancer|pancreatic, non-whipple",
2382,hematology|bleeding and red blood cell disorders|anemia|acute blood loss anemia,"285.1, D62"
2383,hematology|bleeding and red blood cell disorders|anemia|anemia of renal disease,"285.21, D63.1"
2384,hematology|bleeding and red blood cell disorders|polycythemia|polycythemia vera,"238.4, D45"
2385,hematology|coagulation disorders|arterial thromboembolism|right upper extremity,"444.21, I74.2"
2386,hematology|coagulation disorders|hypercoagulable state|factor V leiden mutation,"286.9, D68.51"
2387,hematology|coagulation disorders|pulmonary embolism|with hemodynamic compromise,"415.19, I26.99"
2388,hematology|platelet disorders|thrombocytopenia|multi-organ dysfunction syndrome,"287.5, D69.6"
2389,infectious diseases|chest/pulmonary infections|pneumonia|aspiration pneumonitis,"507.0, J69.0"
2390,"infectious diseases|skin, bone and joint infections|necrotizing fasciitis|chest","728.86, M72.6"
2391,infectious diseases|systemic/other infections|hematological effect of infection,
2392,neurologic|CNS mass lesions|cerebral mass of unknown etiology|likely hemorrhage,784.2
2393,neurologic|CNS mass lesions|increased intracranial pressure|from cerebral edema,G93.6
2394,neurologic|altered mental status / pain|drug withdrawal syndrome|benzodiazepine,"292.0, F19.939"
2395,neurologic|infectious disease of nervous system|encephalitis|etiology undefined,"323.9, G04.90"
2396,neurologic|trauma - CNS|increased intracranial pressure|with reflex bradycardia,"337.0, 348.4, G93.5, R00.1"
2397,renal|disorder of acid base|metabolic alkalosis|due to mineralocorticoid excess,"276.3, E87.3"
2398,renal|disorder of acid base|mixed acid base disorder|respiratory acidosis|acute,276.4
2399,renal|electrolyte imbalance|hypernatremia|due to nephrogenic diabetes insipidus,"276.0, E87.0"
2400,surgery|respiratory failure|ventilatory failure|due to increased CO2 production,"518.81, J96.00"
2401,surgery|respiratory failure|ventilatory failure|due to obstructive lung disease,"518.84, J96.00"
2402,transplant|s/p bone marrow transplant|thrombocytopenia - bone marrow transplant,"996.85, T86.00"
2403,transplant|s/p liver transplant|hepatic dysfunction - liver transplant|jaundice,"996.82, T86.40"
2404,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|fibula|open,823.90
2405,burns/trauma|trauma - skeletal|bone fracture(s)|left upper extremity|radius|open,813.90
2406,burns/trauma|trauma - skeletal|bone fracture(s)|left upper extremity|ulna|closed,813.80
2407,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|femur|open,821.10
2408,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|metatarsal,825.0
2409,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|tibia|open,823.90
2410,burns/trauma|trauma - skeletal|bone fracture(s)|right upper extremity|metacarpal,815.00
2411,burns/trauma|trauma- head and neck|facial bone fracture|mandibular fracture|left,"802.20, S02.60"
2412,cardiovascular|arrhythmias|atrial premature beats|without hemodynamic compromise,"427.61, I49.1"
2413,cardiovascular|diseases of the aorta|aortic dissection|with spinal cord ischemia,"441.00, I71.00"
2414,cardiovascular|infection|endocarditis - prosthetic valve|late-onset (> 2 months),"421.0, 996.61, I33.0"
2415,cardiovascular|vascular disorders|arterial thromboembolism|right lower extremity,"444.22, I74.3"
2416,cardiovascular|vascular disorders|arterial thromboembolism|right upper extremity,"444.21, I74.2"
2417,cardiovascular|vascular disorders|peripheral vascular ischemia|with claudication,"440.21, I70.219"
2418,cardiovascular|vascular disorders|pulmonary embolism|with hemodynamic compromise,"415.19, I26.99"
2419,cardiovascular|ventricular disorders|hypertension|hypertensive emergency/urgency,"401.0, I10"
2420,cardiovascular|ventricular disorders|low cardiac output state|with limb ischemia,"428.9, I50.9"
2421,gastrointestinal|intestinal disease|viscus perforation|colonic|procedure related,"863.50, S36.50"
2422,gastrointestinal|intestinal disease|viscus perforation|gastric|procedure related,863.1
2423,hematology|bleeding and red blood cell disorders|anemia|folate deficiency anemia,"284.9, D52.9"
2424,hematology|coagulation disorders|hypercoagulable state|antiphospholipid syndrome,"286.9, D68.61"
2425,infectious diseases|CNS infections|CNS abscess|organism known|neurocysticercosis,"324.0, 123.1, B69.0"
2426,infectious diseases|GI infections|diarrhea due to infection|C. difficile colitis,"008.45, A04.7"
2427,infectious diseases|GU infections|lower urinary tract infection|candida albicans,"595.9, N30.9"
2428,infectious diseases|GU infections|lower urinary tract infection|likely bacterial,"595.9, N30.9"
2429,infectious diseases|chest/pulmonary infections|empyema|associated with pneumonia,"510.9, J86.9"
2430,infectious diseases|head and neck infections|abscess - head and neck|mastoiditis,"383.01, H70.019"
2431,infectious diseases|head and neck infections|abscess - head and neck|periodontal,"523.3, K05.20"
2432,infectious diseases|head and neck infections|epiglottitis|with airway compromise,"464.31, J05.11"
2433,infectious diseases|systemic/other infections|fungemia|vascular catheter-related,"117.9, 790.99, B49"
2434,neurologic|CNS mass lesions|increased intracranial pressure|from intraaxial mass,G93.5
2435,neurologic|trauma - CNS|fracture of skull|base|open|with subarachnoid hemorrhage,801.70
2436,neurologic|trauma - CNS|intracranial injury|with loss of consciousness >24 hours,"854.00, S06.9"
2437,pulmonary|disorders of lung parenchyma|atelectasis/collapse|complete atelectasis,"518.0, J98.11"
2438,pulmonary|disorders of lung parenchyma|occupational pulmonary disease|asbestosis,"501, J66"
2439,pulmonary|disorders of the airways|upper respiratory obstruction|post extubation,"786.1, R06.1"
2440,pulmonary|disorders of vasculature|pulmonary hemorrhage|due to pulmonary embolus,"786.3, 415.19, R04.9, I26"
2441,pulmonary|disorders of vasculature|pulmonary vasculitis|Wegener's granulomatosis,"446.4, M31.30"
2442,pulmonary|respiratory failure|acute respiratory failure|drug related|barbiturate,"518.81, J96.00"
2443,renal|disorder of acid base|mixed acid base disorder|metabolic alkalosis|chronic,276.4
2444,renal|disorder of kidney|acute renal failure|due to nephrotoxic agents|hemolysis,"584.9, N17.9"
2445,renal|disorder of urinary tract / renal system infection|urinary tract infection,"599.0, N39.0"
2446,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|femur|closed,821.00
2447,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|patella|open,822.1
2448,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|tibia|closed,823.80
2449,burns/trauma|trauma - skeletal|bone fracture(s)|left upper extremity|humerus|open,812.10
2450,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|fibula|open,823.90
2451,burns/trauma|trauma - skeletal|bone fracture(s)|right upper extremity|radius|open,813.90
2452,burns/trauma|trauma- head and neck|facial bone fracture|mandibular fracture|right,"802.20, S02.60"
2453,burns/trauma|trauma- head and neck|open neck injury|open injury to neck-bilateral,"874.9, S11.8"
2454,cardiovascular|arrhythmias|ventricular tachycardia|without hemodynamic compromise,"427.1, I47.2"
2455,cardiovascular|cardiac surgery|cardiac hardware malfunction|cardiac assist device,
2456,cardiovascular|chest pain / ASHD|acute coronary syndrome|s/p thrombolytic therapy,
2457,cardiovascular|chest pain / ASHD|coronary artery disease|significant risk factors,
2458,cardiovascular|diseases of the aorta|aortic dissection|with myocardial infarction,"441.00, I71.00"
2459,cardiovascular|infection|endocarditis - prosthetic valve|early-onset (< 2 months),"996.61, 421.0, I33.0"
2460,cardiovascular|post vascular surgery|s/p aneurysm resection/repair-thoracic aorta,
2461,cardiovascular|shock / hypotension|cardiogenic shock|due to myocardial infarction,"785.51, R57.0"
2462,cardiovascular|shock / hypotension|cardiogenic shock|due to pericardial tamponade,"785.51, R57.0"
2463,cardiovascular|valvular disease|valvular insufficiency|aortic valve|with stenosis,"424.1, I35.2"
2464,cardiovascular|valvular disease|valvular insufficiency|mitral valve|with stenosis,"424.0, I05.2"
2465,cardiovascular|ventricular disorders|congestive heart failure|cor pulmonale|acute,"415.0, I26.0"
2466,cardiovascular|ventricular disorders|congestive heart failure|left-sided|EF < 25%,
2467,gastrointestinal|intestinal disease|viscus perforation|duodenal|procedure related,"537.9, K31.9"
2468,general|quality measures|antibiotic prophylaxis choice consistent with guidelines,
2469,hematology|bleeding and red blood cell disorders|anemia|anemia of chronic disease,"285.29, D63.8"
2470,hematology|bleeding and red blood cell disorders|anemia|chronic blood loss anemia,"280.0, D50.0"
2471,hematology|coagulation disorders|DIC syndrome|associated with sepsis/septic shock,"286.6, D65"
2472,hematology|platelet disorders|thrombocytopenia|related to drug other than heparin,"287.5, D69.6"
2473,infectious diseases|chest/pulmonary infections|pneumonia|community-acquired|viral,"480.9, J12.9"
2474,infectious diseases|head and neck infections|laryngitis/laryngotracheitis|chronic,
2475,"infectious diseases|skin, bone and joint infections|necrotizing fasciitis|post-op","728.86, M72.6"
2476,infectious diseases|systemic/other infections|septic shock|gram negative organism,"785.59, 038.9, 995.92, R65.21"
2477,infectious diseases|systemic/other infections|septic shock|gram positive organism,"785.59, 038.9, 995.92, R65.21"
2478,infectious diseases|systemic/other infections|signs and symptoms of sepsis (SIRS),995.90
2479,neurologic|CNS mass lesions|spinal cord compression|secondary to epidural abscess,"324.1, 336.9, G06.1"
2480,neurologic|infectious disease of nervous system|meningitis|chronic|non-infectious,"322.2, 322.2, 322.2, 322.2, 322.2, G03.1"
2481,neurologic|neuromuscular disorders|motor neuropathy|amyotrophic lateral sclerosis,"335.20, G12.21"
2482,"neurologic|neuromuscular disorders|motor neuropathy|myopathy, including dystrophy","359.9, G72.9"
2483,neurologic|trauma - CNS|intracranial injury|with loss of consciousness 1-24 hours,"854.03, S06.9"
2484,obstetrics/gynecology|delivery/indication for care|complication of labor/delivery,
2485,pulmonary|disorders of the airways|upper respiratory obstruction|etiology unknown,"786.00, R06.1"
2486,pulmonary|disorders of vasculature|pulmonary arteriovenous fistula|with hypoxemia,"417.0, I28.0"
2487,pulmonary|disorders of vasculature|pulmonary embolism|with hemodynamic compromise,"415.19, I26.99"
2488,pulmonary|respiratory failure|acute on chronic respiratory failure not due to CHF,"518.84, J96.20"
2489,renal|disorder of acid base|mixed acid base disorder|respiratory acidosis|chronic,276.4
2490,renal|disorder of acid base|mixed acid base disorder|respiratory alkalosis-|acute,276.4
2491,surgery|head and neck surgery|s/p head and neck cancer surgery|laryngectomy|total,
2492,toxicology|drug overdose|overdose of unknown agent(s)|with respiratory depression,"977.9, E980.5, T50.90"
2493,burns/trauma|trauma - CNS|increased intracranial pressure|with herniation syndrome,"348.4, G93.5"
2494,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|fibula|closed,823.80
2495,burns/trauma|trauma - skeletal|bone fracture(s)|left upper extremity|radius|closed,813.80
2496,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|femur|closed,821.00
2497,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|tibia|closed,823.80
2498,burns/trauma|trauma - skeletal|bone fracture(s)|right upper extremity|humerus|open,812.10
2499,burns/trauma|trauma - skeletal|extremity compartment syndrome|left lower extremity,"443.9, I73.9"
2500,burns/trauma|trauma - skeletal|extremity compartment syndrome|left upper extremity,"443.9, I73.9"
2501,burns/trauma|trauma - skeletal|traumatic injury to major vessel(s)|right vertebral,"900.89, S15"
2502,burns/trauma|trauma- head and neck|facial bone fracture|orbital fracture|bilateral,802.8
2503,cardiovascular|arrhythmias|ventricular premature beats|with hemodynamic compromise,"427.69, I49.3"
2504,cardiovascular|chest pain / ASHD|acute coronary syndrome|s/p PTCA|with angioplasty,
2505,cardiovascular|chest pain / ASHD|acute coronary syndrome|s/p PTCA|with atherectomy,
2506,cardiovascular|post vascular surgery|s/p aneurysm resection/repair abdominal aorta,
2507,cardiovascular|valvular disease|valvular stenosis|aortic|with mitral valve disease,"396.9, I08.9"
2508,cardiovascular|valvular disease|valvular stenosis|mitral|with aortic valve disease,"396.9, I08.9"
2509,cardiovascular|vascular disorders|peripheral vascular ischemia|associated with HIT,"443.9, I73.9, D75.82"
2510,cardiovascular|vascular disorders|peripheral vascular ischemia|due to vasopressors,"443.9, I73.9"
2511,"cardiovascular|vascular disorders|swollen extremity, etiology unknown|r/o hematoma",
2512,cardiovascular|vascular disorders|traumatic injury to major vessels|thoracic aorta,"901.0, S25.0"
2513,cardiovascular|ventricular disorders|acute pulmonary edema|due to valvular disease,"428.1, I50.1"
2514,cardiovascular|ventricular disorders|congestive heart failure|left-sided|EF 25-40%,
2515,cardiovascular|ventricular disorders|low cardiac output state|with lactic acidosis,"428.9, I50.9"
2516,endocrine|pituitary and temperature regulation|central diabetes insipidus|from CVA,"253.5, E23.2"
2517,endocrine|pituitary and temperature regulation|hypothermia|due to cold environment,991.6
2518,gastrointestinal|hepatic disease|fulminant hepatic failure|acetaminophen suspected,
2519,gastrointestinal|intestinal disease|GI obstruction / ileus|small bowel obstruction,"560.9, K56.60"
2520,gastrointestinal|intestinal disease|inflammatory  bowel disease|ulcerative colitis,"556.9, K51.9"
2521,gastrointestinal|intestinal disease|viscus perforation|colonic|due to inflammation,"569.83, K63.1"
2522,hematology|bleeding and red blood cell disorders|anemia|anemia of critical illness,"285.9, D64.9"
